"isqno","attacker","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","actors"
487,1,"JAP 5TH INF DIV(-)","LG MATSUI","7000",1,"7000",0,"600","6400",0,40,20,20,52,100,,,,"FF",,,,,,"RR","BB",,10,-25,25,-25,8,"Japan"
488,0,"SOV SOUTHWESTERN AG(-)","GEN KIRPONOS","150000",1,"150000",,"88000",,0,852,420,432,324,450,560,,,"DO","DE",,,,"0","RR","WL",,20,-20,25,-25,3,"USSR"
488,1,"GER 1ST PZ GROUP","GEN VON KLEIST","132000",1,"132000",,"3960",,0,765,215,550,366,1200,60,,,"FF","RC",,"EE","RF",,"BB","PS",,15,-15,20,-20,8,"Germany"
489,0,"SOV WESTERN AG(+)","MARSHAL STALIN","1372000",1,"1372000",,"885000",,0,950,,,6678,,840,3400,590,"DO","FF",,,,"0","RR","SS",,20,-20,25,-25,6,"USSR"
489,1,"GER AG CENTER","FM VON BOCK","1100000",1,"1100000",,"253000",,0,1800,,,5746,,990,,600,"FF","EE","DE","FF","EE",,"PP","SS",,15,-15,20,-20,5,"Germany"
49,0,"RUSS ARMY","PETER THE GREAT","80000",1,"80000",0,"1300","78700",8500,0,0,0,100,0,0,,0,"DO","FF",,"DE",,"0","BB","PS",,33,-33,280,0,8,"Russia"
49,1,"SW ARMY","CHARLES XII","21500",1,"21500",0,"9600","11900",8500,0,0,0,4,0,0,4,0,"FF",,,,,,"PP","RR","WL",21,-7,25,0,4,"Sweden"
490,0,"GER AG CENTER","FM VON BOCK","880000",1,"880000",,"85300",,0,850,,,2050,,510,210,,"DD",,,,,"0","WD",,,15,-15,20,-20,5,"Germany"
490,1,"SOV KALININ AG(+)","MARSHAL STALIN","1060300",1,"1060300",,"139000",,0,667,,,3440,,290,450,,"FF","DE",,,,,"BB",,,20,-20,25,-25,7,"USSR"
491,0,"GER 9TH ARMY","GEN MODEL","12035",1,"12035",33872,"6534","39373",0,258,,,366,,110,123,,"DO",,,,,"0","WD",,,15,-15,20,-20,5,"Germany"
491,1,"SOV 20TH COMBINED ARMS ARMY","GEN REYTER","54180",1,"54180",37300,"21327","70153",0,539,,,876,,260,98,,"FF","EE","RC","FE","LF",,"PP",,,20,-20,20,-20,6,"USSR"
492,0,"GER 18TH ARMY(-)","GEN LINDEMANN","30000",1,"30000",,"4150",,0,20,0,20,182,140,7,,,"DO","FF",,,,"0","RR","WD",,15,-15,20,-20,4,"Germany"
492,1,"SOV 2ND ASSAULT ARMY(+)","GEN ROMANOVSKIY","120000",1,"120000",,"28000",,0,316,90,226,1173,350,,,,"FF",,,"FE","LF",,"BB",,,20,-20,25,-25,7,"USSR"
493,0,"SOV 6TH GUARDS ARMY","GEN CHISTYAKOV","45000",1,"45000",,"5680",,0,55,,,1180,,45,,,"DD",,,,,"0","WD",,,20,-20,25,-25,5,"USSR"
493,1,"GER 48TH PZ CORPS","GEN KNOBELSDORFF","62000",1,"62000",,"1364",,0,320,,,410,,42,31,,"FF",,,"LF","RF",,"PP",,,15,-15,20,-20,6,"Germany"
494,0,"SOV 6TH & 7TH GDS ARMIES","LG CHISTYAKOV","75000",1,"75000",0,"4900","70100",0,155,,,2115,837,88,99,,"DO","FF",,,,"0","RR",,,20,-20,25,-25,4,"USSR"
494,1,"GER 4TH PZ ARMY","GEN HOTH","140000",1,"140000",0,"3180","136820",0,868,,,470,900,134,,,"FF",,,,,,"PP",,,15,-15,20,-20,6,"Germany"
495,0,"SOV 6TH GDS ARMY(+)","GEN CHISTYAKOV","149000",3,,,"25800","123200",0,450,,,1600,,292,,,"DO","FF",,,,"0","RR","WD",,20,-20,25,-25,5,"USSR"
495,1,"GER 48TH PZ CORPS","GEN KNOBELSDORFF","60000",3,,,"3500","56500",0,280,,,375,,110,43,,"FF",,,"EE","LF",,"PP",,,15,-15,20,-20,6,"Germany"
496,0,"SOV 6TH GDS ARMY(+)","GEN CHISTYAKOV","129000",1,,,"30200",,0,310,,,1490,,139,,,"DO","FF",,,,"0","SS",,,20,-20,25,-25,7,"USSR"
496,1,"GER 48TH PZ CORPS","GEN KNOBELSDORFF","56000",1,,,"2900",,0,205,,,323,,85,,,"FF",,,,,,"PP","RR","SS",15,-15,20,-20,4,"Germany"
497,0,"GER 2ND SS PZ CORPS","GEN HAUSSER","82300",1,"82300",,"5100",,0,505,,,419,,200,25,,"DO","FF",,,,"0","RR","SS",,15,-15,20,-20,4,"Germany"
497,1,"SOV STEPPE ARMY GROUP","GEN KONEV","78000",1,"78000",,"5700",,0,650,,,1380,,380,47,,"FF",,,,,,"PP","SS",,20,-20,25,-25,5,"USSR"
498,0,"GER 4TH PZ ARMY(+)","GEN HOTH","280000",1,"280000",,"39500",,0,600,,,1600,,340,,,"DO",,,,,"0","WL",,,15,-15,20,-20,5,"Germany"
498,1,"SOV VORONEZH AG(+)","GEN VATUTIN","980600",1,"980600",,"117700",,0,2293,,,6220,,1340,,,"FF","DE",,"EE","LF",,"BB",,,20,-20,25,-25,8,"USSR"
499,0,"GER 167TH INF DIV","LG TRIERENBERG","15000",1,"15000",,"2405",,0,50,0,50,171,,,,,"DD",,,,,"0","WD",,,15,-15,20,-20,4,"Germany"
499,1,"SOV 53RD ARMY","GEN MANAGOROV","70000",1,"70000",,"11676",,0,291,,,2088,,,,,"FF",,,"EE","LF",,"BB",,,20,-20,25,-25,7,"USSR"
5,0,"DAN ARMY","CHRISTIAN IV","20000",1,"20000",0,"7000","13000",10000,0,0,0,22,0,0,22,0,"DO",,,,,"0","WL",,,0,-25,43,-14,3,"Denmark"
5,1,"HOLY LEAGUE ARMY","TILLY","17000",1,"17000",0,"2000","15000",7000,0,0,0,12,0,0,0,0,"FF",,,,,,"BB","PS",,6,0,25,0,7,"Holy Roman Empire"
50,0,"FR & BAV ARMY","TALLARD, MARSIN & MAX EMMANUEL OF BAVARIA","56000",1,"56000",0,"34190","21810",17000,0,0,0,90,0,0,60,0,"DD",,,,,"0","WL",,,13,-7,0,-12,3,"France & Bavaria"
50,1,"ALLIED ARMY","MARLBOROUGH & EUGENE","52000",1,"52000",0,"12883","39117",20000,0,0,0,60,0,0,,0,"FF",,,,,,"BB","PS",,12,-4,1,-15,9,"England & Holy Roman Empire"
500,0,"GER 6TH FIELD ARMY","GEN HOLLIDT","210000",1,"210000",,"36500",,0,300,,,1300,,170,,,"DO","FF",,,,"0","WL",,,15,-15,20,-20,6,"Germany"
500,1,"SOV 4TH UKRANIAN AG","GEN TOLBUKHIN","524724",1,"524724",,"79000",,0,778,,,3450,,460,,,"FF","RC","EE","EE","RF",,"BB",,,20,-20,25,-25,8,"USSR"
501,0,"GER 1ST PZ ARMY(-)(+)","GEN STEMMERMAN","84500",1,"84500",,"68000",,0,229,,,828,,229,514,,"DO",,,,,"0","AA",,,15,-15,20,-20,5,"Germany"
501,1,"SOV FIRST UKRAINIAN AG(+)","GEN VATUTIN","254950",1,"254950",,"63500",,0,451,,,2650,15290,360,,,"DE",,,,,,"BB",,,20,-20,25,-25,7,"USSR"
502,0,"GER 335TH INF DIV(+)",,"8230",1,"8230",0,"480","7750",0,0,0,0,44,,0,,,"DD",,,,,"0","WD",,,15,-15,0,-23,4,"Germany"
502,1,"SOV 109TH RIFLE DIV(+)",,"25100",1,"25100",0,"610","24490",0,6,0,6,201,,3,,,"FF","RC",,"EE","LF",,"BB",,,20,-20,20,-20,6,"USSR"
503,0,"GER 17TH FIELD ARMY","GEN ALLMENDINGER","72000",1,"72000",0,"48500","23500",0,50,,,1050,,50,,,"DD",,,,,"0","AA",,,15,-15,20,-20,3,"Germany"
503,1,"SOV 4TH UKRANIAN AG","GEN TOLBUKHIN","397607",1,"397607",,"35500",,0,490,,,3890,,31,,,"FF","DE",,"EE","LF",,"BB",,,20,-20,25,-25,8,"USSR"
504,0,"GER 299TH INF DIV(+)",,"8500",1,"8500",,"4795",,0,15,,,82,,15,67,,"DD",,,,,"0","WL",,,15,-15,20,-20,4,"Germany"
504,1,"SOV 3RD GDS MECH CORPS","LG OBUKHOV","16100",1,"16100",,"670",,0,196,,,215,,35,14,,"FF","DE",,,,,"BB",,,20,-20,25,-25,7,"USSR"
505,0,"GER AG NORTHERN UKRAINE","GEN HARPE","900000",3,,,"198000","702000",0,900,,,4800,,520,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,"Germany"
505,1,"SOV 1ST UKRAINIAN AG","MARSHAL KONEV","1200000",1,"1200000",,"37400",,0,1979,,,11265,30366,1285,,,"FF","EE","RF","EE","LF",,"BB",,,20,-20,20,-20,8,"USSR"
506,0,"GER 913TH INF RGT(+)",,"3300",1,"3300",0,"720","2580",0,0,0,0,44,,0,9,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,6,"Germany"
506,1,"SOV 15TH RIFLE CORPS","MG TERTISHNIY","39000",1,"39000",0,"980","38020",0,34,,,730,139,14,11,,"FF",,,,,,"PP",,,20,-20,20,-20,7,"USSR"
507,0,"GER 349TH INF DIV(+)",,"12900",1,"12900",0,"490","12410",0,103,,,103,,41,16,,"DO","FF",,,,"0","WD",,,15,-15,15,-15,6,"Germany"
507,1,"SOV 15TH RIFLE CORPS","MG TERTISHNIY","38500",1,"38500",0,"1750","36750",0,55,,,718,3288,34,9,,"FF",,,,,,"PP",,,20,-20,20,-20,7,"USSR"
508,0,"GER 171ST, 214TH & 26TH INF DIVS",,"5100",1,"5100",,"320",,0,12,,,78,,4,2,,"DO","FF","DE",,,"0","WD",,,15,-15,20,-20,5,"Germany"
508,1,"SOV 91ST RIFLE CORPS","MG VOLKOV","12700",1,"12700",,"1150",,0,0,0,0,205,,0,6,,"RC","FF",,,,,"PP",,,20,-20,25,-25,6,"USSR"
509,0,"GER 171ST, 214TH & 17TH INF DIVS",,"6400",1,"6400",,"785",,0,24,,,156,,18,6,,"DO","FF","DE",,,"0","WD",,,15,-15,20,-20,6,"Germany"
509,1,"SOV 91ST RIFLE CORPS","MG VOLKOV","17550",1,"17550",,"3040",,0,34,,,308,,27,9,,"FF",,,,,,"RR",,,20,-20,25,-25,5,"USSR"
51,0,"FR & BAV ARMY","VILLEROY & MAX EMMANUEL OF BAVARIA","60000",1,"60000",0,"19000","41000",17000,0,0,0,70,0,0,54,0,"DD",,,,,"0","WL",,,3,0,0,-32,3,"France & Bavaria"
51,1,"ALLIED ARMY","MARLBOROUGH","62000",1,"62000",0,"3620","58380",16000,0,0,0,120,0,0,,0,"EE","RF",,,,,"BB","PS",,0,-3,38,0,9,"England"
510,0,"GER & ROM AG SOUTHERN UKRAINE","GEN FRIESSNER","800000",1,"800000",,"690000",,0,400,,,5320,,380,,,"DO","FF",,,,"0","AA",,,15,-15,20,-20,3,"Germany"
510,1,"SOV 2ND AG(+)","GEN MALINOVSKY","1250000",1,"1250000",,"135000",,0,1428,,,10469,,335,,,"DE",,,"FF",,,"BB",,,20,-20,25,-25,9,"USSR"
511,0,"GER AG 'A'","GFM HARPE","560000",1,"560000",,"147400",,0,1200,,,3050,,750,,,"DO","FF",,,,"0","RR","WD",,15,-15,20,-20,4,"Germany"
511,1,"SOV 1ST BYELORUSSIAN AG(+)","MARSHAL ZHUKOV","2200000",1,"2200000",,"46900",,0,4230,,,17990,,1396,,,"FF","DE",,"EE","RF",,"BB",,,20,-20,25,-25,9,"USSR"
512,0,"GER AG CENTER","GEN REINHARDT","780000",1,"780000",,"126000",,0,700,,,5740,,480,,,"DO",,,,,"0","WL",,,15,-15,20,-20,3,"Germany"
512,1,"SOV 2ND BYELORUSSIAN AG(+)","MARSHAL ROKOSSOVSKIY","1220000",1,"1220000",,"112000",,0,2035,,,15540,,1060,,,"FF","DE",,"EE","RF",,"BB",,,20,-20,25,-25,7,"USSR"
513,0,"GER 7TH INF DIV",,"3100",1,"3100",,"145",,0,12,,,78,,4,11,,"DO","FF",,,,"0","SS",,,15,-15,20,-20,6,"Germany"
513,1,"SOV 90TH RIFLE DIV","GEN LYASHCHENKO","10800",1,"10800",,"685",,0,73,,,420,,31,6,,"FF",,,,,,"PP","SS",,20,-20,25,-25,6,"USSR"
514,0,"GER 7TH INF DIV",,"3900",1,"3900",,"230",,0,32,,,84,,12,3,,"DO","FF",,,,"0","WL",,,15,-15,20,-20,5,"Germany"
514,1,"SOV 90TH RIFLE DIV","GEN LYASHCHENKO","12115",1,"12115",,"850",,0,190,,,414,,39,5,,"FF",,,,,,"PP",,,20,-20,25,-25,6,"USSR"
515,0,"GER 303RD INF RGT(+)",,"3782",1,"3782",0,"150","3632",0,5,,,26,30,3,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
515,1,"SOV 57TH GDS RIFLE DIV(+)","MG ZALIZYUK","13600",2,"13293",1110,"474","13929",0,78,,,233,160,54,,,"FF",,,,,,"BB",,,20,-20,20,-20,6,"USSR"
516,0,"JAP 5TH ARMY","GEN SELICHI","75000",1,"75000",,"36000",,0,105,105,0,584,120,84,,,"DD",,,,,"0","AA",,,20,-20,20,-20,2,"Japan"
516,1,"SOV 5TH COMBINED ARMS ARMY","COL GEN KRYLOV","147000",1,"147000",,"10000",,0,770,,,1786,800,,,,"RC",,,"EE","LF",,"BB",,,20,-20,25,-25,9,"USSR"
517,0,"JAP GILBERT ISLANDS GARRISON FORCE(-)","ADM SHIBASAKI","4836",1,"4836",0,"4836","0",0,14,14,0,53,0,14,53,0,"DO","FF",,,,"0","RR","AA",,5,-5,5,-5,4,"Japan"
517,1,"US 2ND MAR DIV(-)","MG SMITH","9000",3,"5000",4000,"3302","5698",0,46,0,46,278,,6,0,,"FF",,,,,,"BB",,,5,-5,1,-1,7,"USA"
518,0,"JAP 2ND IND MIXED BDE(+)","GEN KURIBAYASHI","18300",1,"18300",,"15615",,0,40,10,30,59,10,40,54,10,"DO","FF",,,,"0","RR","AA",,20,-20,20,-20,5,"Japan"
518,1,"US 5TH AMPH CORPS","MG SCHMIDT","33915",1,"33915",,"6845",,0,144,0,144,474,300,11,0,26,"FF",,,,,,"PP",,,10,-10,10,-10,7,"USA"
519,0,"JAP 2ND IND MIXED BDE(-)(+)","GEN KURIBAYASHI","1600",3,"1600",0,"1231","369",0,0,0,0,30,10,0,30,0,"DD",,,,,"0","AA",,,20,-20,20,-20,4,"Japan"
519,1,"US 28TH MAR RGT","COL LIVERSEDGE","3200",1,"3200",,"510",,0,23,0,23,330,40,0,0,0,"FF",,,,,,"BB",,,10,-10,10,-10,7,"USA"
52,0,"FR & BAV ARMY","VENDOME & BURGUNDY","85000",1,"85000",0,"15000","70000",20000,0,0,0,50,0,0,25,0,"DO","FF",,,,"0","WL",,,0,-6,33,-7,3,"France"
52,1,"ALLIED ARMY","MARLBOROUGH & EUGENE","80000",1,"80000",0,"4000","76000",21000,0,0,0,32,0,0,,0,"FF",,,"DE",,,"BB","PS",,13,0,50,-24,9,"England & Holy Roman Empire"
520,0,"JAP CHICHI JIMA DEFENSE FORCE","GEN KURIBAYASHI","2685",3,"2685",0,"2685","0",0,40,10,30,120,0,40,120,0,"DD",,,,,"0","AA",,,20,-20,20,-20,4,"Japan"
520,1,"US 3RD MAR DIV(+)","GEN SMITH","32000",1,"32000",,"3885",,0,144,0,144,804,175,0,0,0,"FF",,,,,,"BB",,,10,-10,10,-10,8,"USA"
521,0,"JAP 1ST SPEC ESTAB RGT","LCOL AOYANAGI","1400",1,"1400",,"628",,0,0,0,0,0,0,0,0,0,"DD",,,,,"0","WL",,,20,-20,20,-20,4,"Japan"
521,1,"US 7TH INF DIV(+)","MG ARNOLD","22888",1,"22888",,"158",,0,134,73,61,95,395,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,"USA"
522,0,"JAP 62ND DIV(-)","LG FUJIOKA","2900",1,"2900",,"2120",,0,0,0,0,32,0,0,,0,"DD",,,,,"0","WL",,,20,-20,20,-20,6,"Japan"
522,1,"US 7TH INF DIV(+)","MG ARNOLD","18398",1,"18398",,"286",,0,134,73,61,173,158,5,,,"FF","EE","LF",,,,"RR","PP",,0,-5,5,-5,7,"USA"
523,0,"JAP 11TH IND INF BN(+)","LG FUJIOKA","4731",1,"4731",,"1278",,0,0,0,0,32,0,0,,0,"DO",,,,,"0","WL",,,20,-20,20,-20,6,"Japan"
523,1,"US 7TH INF DIV(+)","MG ARNOLD","18111",1,"18111",,"466",,0,151,73,78,221,123,5,,,"FF","EE","RF",,,,"PP","SS",,0,-5,5,-5,7,"USA"
524,0,"JAP 11TH IND INF BN(+)","LG FUJIOKA","2600",1,"2600",,"1661",,0,0,0,0,38,0,0,,0,"DO",,,,,"0","AA",,,20,-20,20,-20,5,"Japan"
524,1,"US 7TH INF DIV(+)","MG ARNOLD","16291",1,"16291",,"740",,0,125,56,69,221,526,18,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,"USA"
525,0,"JAP 22ND INF RGT","LCOL YOSHIDA","5000",1,"5000",,"1324",,0,0,0,0,40,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,7,"Japan"
525,1,"US 7TH INF DIV(+)","MG ARNOLD","14594",1,"14594",,"269",,0,126,56,70,203,125,3,,,"DE",,,,,,"RR","SS",,0,-5,5,-5,3,"USA"
526,0,"JAP 22ND INF RGT","LCOL YOSHIDA","4500",1,"4500",,"814",,0,0,0,0,40,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,8,"Japan"
526,1,"US 7TH INF DIV(+)","MG ARNOLD","15986",1,"15986",,"182",,0,123,56,67,226,129,11,,,"EE","LF",,"EE","RF",,"RR","SS",,0,-5,5,-5,4,"USA"
527,0,"JAP 22ND INF RGT(+)","LCOL YOSHIDA","4050",1,"4050",,"2276",,0,0,0,0,40,0,0,,0,"DO",,,,,"0",,,,20,-20,20,-20,7,"Japan"
527,1,"US 7TH INF DIV(+)","MG ARNOLD","15764",1,"15764",,"398",,0,126,70,56,329,269,4,,,"DE",,,,,,"RR","SS",,0,-5,5,-5,3,"USA"
528,0,"US 7TH INF DIV(+)","MG ARNOLD","15350",1,"15350",,"339",,0,140,73,67,198,175,0,,,"DD",,,,,"0",,,,0,-5,5,-5,8,"USA"
528,1,"JAP 24TH DIV(-)","LG AMAMIYA","6850",1,"6850",,"3704",,0,0,0,0,60,,0,25,,"FF","EE","LF",,,,"RR",,,20,-20,20,-20,3,"Japan"
529,0,"JAP 24TH DIV(-)","LG AMAMIYA","5140",1,"5140",,"1464",,0,0,0,0,30,0,0,,0,"DD",,,,,"0","WL",,,20,-20,20,-20,5,"Japan"
529,1,"US 7TH INF DIV(+)","MG ARNOLD","15109",1,"15109",,"114",,0,140,73,67,209,173,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,"USA"
53,0,"FR & BAV ARMY","VILLARS & BOUFFLERS","80000",1,"80000",0,"12000","68000",25000,0,0,0,60,0,0,16,0,"DO","FF",,,,"0","WD",,,19,0,17,0,7,"France"
53,1,"ALLIED ARMY","MARLBOROUGH & EUGENE","110000",1,"110000",0,"24000","86000",25000,0,0,0,100,0,0,,0,"FF",,,"EE","LF",,"PP",,,0,-17,4,-15,8,"England & Holy Roman Empire"
530,0,"JAP 3RD SPEC ESTAB RGT(+)","LG USHIJIMA","3338",1,"3338",,"478",,0,0,0,0,2,0,0,,0,"DD",,,,,"0","WD",,,20,-20,20,-20,4,"Japan"
530,1,"US 7TH INF DIV(+)","MG ARNOLD","16043",1,"16043",,"170",,0,0,0,0,50,21,0,,,"EE","RF",,,,,"PP",,,0,-5,5,-5,7,"USA"
531,0,"US 7TH INF DIV(+)","MG ARNOLD","15777",1,"15777",0,"241","15536",0,0,0,0,157,43,0,,,"DD",,,,,"0",,,,0,-5,5,-5,7,"USA"
531,1,"JAP 24TH DIV(-)","LG AMAMIYA","4000",1,"4000",0,"1269","2731",0,0,0,0,8,0,0,,0,"FF","EE","RF","FF",,,"RR",,,20,-20,20,-20,6,"Japan"
532,0,"JAP 24TH DIV(-)(+)","LG AMAMIYA","3000",1,"3000",,"434",,0,0,0,0,24,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,7,"Japan"
532,1,"US 7TH INF DIV(+)","MG ARNOLD","15840",1,"15840",,"124",,0,0,0,0,171,0,0,,0,"FF",,,"FF",,,"RR","WD",,0,-5,5,-5,6,"USA"
533,0,"JAP 24TH DIV(-)(+)","LG AMAMIYA","2600",1,"2600",,"2564",,0,0,0,0,3,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
533,1,"US 7TH INF DIV(+)","MG ARNOLD","15205",1,"15205",,"182",,0,79,17,62,150,47,0,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,6,"USA"
534,0,"JAP 44TH IND MIXED BDE(-)","LG USHIJIMA","3500",1,"3500",,"1222",,0,0,0,0,12,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,7,"Japan"
534,1,"US 7TH INF DIV(+)","MG ARNOLD","16091",1,"16091",,"193",,0,122,44,78,129,98,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,7,"USA"
535,0,"JAP 44TH IND MIXED BDE","LG USHIJIMA","2500",1,"2500",,"1470",,0,0,0,0,12,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
535,1,"US 7TH INF DIV(+)","MG ARNOLD","16002",1,"16002",,"248",,0,122,44,78,180,53,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,8,"USA"
536,0,"JAP 44TH IND MIXED BDE(-)","LG USHIJIMA","2500",1,"2500",,"2401",,0,0,0,0,6,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
536,1,"US 7TH INF DIV(+)","MG ARNOLD","5237",1,"5237",,"48",,0,40,14,26,53,0,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,8,"USA"
537,0,"JAP 44TH IND MIXED BDE(-)","LG USHIJIMA","2000",1,"2000",,"1971",,0,0,0,0,6,0,0,,0,"DD",,,,,"0","AA",,,20,-20,20,-20,5,"Japan"
537,1,"US 7TH INF DIV(+)","MG ARNOLD","15808",1,"15808",,"317",,0,109,39,70,141,27,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,"USA"
538,0,"JAP 1ST SPEC EST RGT(-)","LCOL AOYANAGI","2000",1,"2000",,"1588",,0,0,0,0,0,0,0,0,0,"DD",,,,,"0","WL",,,20,-20,20,-20,4,"Japan"
538,1,"US 96TH DIV(+)","MG BRADLEY","19082",1,"19082",,"282",,0,138,77,61,95,395,5,,,"FF",,,,,,"PP",,,0,-5,5,-5,6,"USA"
539,0,"JAP 12TH IND INF BN(-)(+)","LG FUJIOKA","2900",1,"2900",,"2470",,0,0,0,0,32,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
539,1,"US 96TH DIV(+)","MG BRADLEY","18388",1,"18388",,"555",,0,74,18,56,174,315,9,,,"FF",,,,,,,,,0,-5,5,-5,6,"USA"
54,0,"TURK ARMY","ALI PASHA","60000",1,"60000",0,"6000","54000",20000,0,0,0,159,0,0,159,0,"DO","FF",,,,"0","PP","RR","WD",67,0,233,0,2,"Ottoman Empire"
54,1,"AUS ARMY","EUGENE","63000",1,"63000",0,"4500","58500",22000,0,0,0,,0,0,0,0,"FF",,,,,,"PP","BB","PS",0,-5,0,-33,9,"Habsburg Empire"
540,0,"JAP 12TH IND INF BN(+)","LG FUJIOKA","3000",1,"3000",,"2468",,0,0,0,0,32,0,0,,0,"DO","FF",,,,"0","PP",,,20,-20,20,-20,7,"Japan"
540,1,"US 96TH DIV(+)","MG BRADLEY","21247",1,"21247",,"1079",,0,0,0,0,246,166,0,,,"FF","DE",,"FF",,,"RR",,,0,-5,5,-5,4,"USA"
541,0,"JAP 12TH IND INF BN(+)","LG FUJIOKA","3000",1,"3000",,"2860",,0,0,0,0,34,0,0,,0,"DD",,,,,"0","WL",,,20,-20,20,-20,4,"Japan"
541,1,"US 96TH DIV(+)","MG BRADLEY","17163",1,"17163",,"879",,0,100,26,74,228,637,11,,,"FF","DE",,,,,"PP",,,0,-5,5,-5,6,"USA"
542,0,"JAP 62ND DIV(-)(+)","LG FUJIOKA","3900",1,"3900",,"3810",,0,0,0,0,36,0,0,,0,"DO","FF",,,,"0","RR","WL","SS",20,-20,20,-20,4,"Japan"
542,1,"US 96TH DIV(+)","MG BRADLEY","18095",1,"18095",,"479",,0,97,31,66,200,225,10,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,5,"USA"
543,0,"JAP 24TH INF DIV(-)(+)","LG AMAMIYA","5284",1,"5284",,"4038",,0,0,0,0,34,0,0,,0,"DO","FF",,,,"0","RR","SS",,20,-20,20,-20,5,"Japan"
543,1,"US 96TH DIV(+)","MG BRADLEY","19714",1,"19714",,"502",,0,121,45,76,157,162,6,,,"FF",,,"FF",,,"RR","PP","SS",0,-5,5,-5,5,"USA"
544,0,"JAP 24TH INF DIV(-)(+)","LG AMAMIYA","4757",1,"4757",,"4328",,0,0,0,0,34,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
544,1,"US 96TH DIV(+)","MG BRADLEY","20973",1,"20973",,"590",,0,129,59,70,210,240,4,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,5,"USA"
545,0,"JAP 24TH INF DIV(+)","LG AMAMIYA","4227",1,"4227",,"3022",,0,0,0,0,34,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
545,1,"US 96TH DIV(+)","MG BRADLEY","19658",1,"19658",,"313",,0,140,73,67,183,45,3,,,"EE","RF",,"FF",,,"PP","SS",,0,-5,5,-5,7,"USA"
546,0,"JAP 24TH INF DIV(-)","LG AMAMIYA","4000",1,"4000",,"798",,0,0,0,0,21,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,3,"Japan"
546,1,"US 96TH DIV(+)","MG BRADLEY","18777",1,"18777",,"112",,0,113,46,67,177,151,0,,,"FF",,,,,,"RR","PP","SS",0,-5,5,-5,5,"USA"
547,0,"JAP 24TH INF DIV(-)","LG AMAMIYA","4250",1,"4250",,"1006",,0,0,0,0,11,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,"Japan"
547,1,"US 96TH DIV(+)","MG BRADLEY","18660",1,"18660",,"88",,0,117,50,67,172,0,2,,0,"FF",,,,,,"RR","PP","SS",0,-5,5,-5,5,"USA"
548,0,"JAP 44TH IND MIXED BDE(-)(+)","LG USHIJIMA","3250",1,"3250",,"3200",,0,0,0,0,5,0,0,,0,"DD",,,,,"0","AA",,,20,-20,20,-20,2,"Japan"
548,1,"US 96TH DIV(+)","MG BRADLEY","19047",1,"19047",,"576",,0,115,50,65,206,76,4,,,"FF",,,,,,"PP",,,0,-5,5,-5,7,"USA"
549,0,"JOR 25TH INF BDE","LCOL EL KHALIDI","6160",1,"6160",0,"200","5960",0,40,0,40,20,0,15,,0,"DO","DE",,,,"0","RR","WD",,15,-15,15,-15,4,"Jordan"
549,1,"IS PELED ARMD DIV(-)","BG PELED","10900",1,"10900",0,"225","10675",0,100,0,100,36,12,18,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,7,"Israel"
55,0,"PR ARMY","FREDERICK II","22000",1,"22000",0,"4850","17150",4500,0,0,0,50,0,0,0,0,"DO","FF",,,,"0",,,,0,-2,0,-5,7,"Prussia"
55,1,"AUS ARMY","NEIPPERG","18100",1,"18100",0,"4551","13549",9000,0,0,0,19,0,0,7,0,"FF",,,,,,"RR","WD",,0,-13,0,-1,4,"Habsburg Empire"
550,0,"JOR 27TH INF BDE (JERUSALEM BDE)(+)","BG ATA AL","13600",1,"13600",0,"1500","12100",0,40,0,40,36,4,35,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,"Jordan"
