"isqno","war","name","locn","campgn","postype","post1","post2","front","depth","time","aeroa","surpa","cea","leada","trnga","morala","logsa","momnta","intela","techa","inita","wina","kmda","crit","quala","resa","mobila","aira","fprepa","wxa","terra","leadaa","plana","surpaa","mana","logsaa","fortsa","deepa","is_hero","war2","war3","war4","war4_theater","dbpedia","cow_warno","cow_warname","war_initiator","parent"
391,"WORLD WAR II (NORTH AFRICA 1942-1943)","CHOUIGUI PASS","TUNISIA","TUNISIA 1942",0,"HD",,0,0,0,0,,0,0,1,0,0,0,,0,,,,1,0,,0,0,0,0,0,,0,,0,0,0,0,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",1,
392,"WORLD WAR II (NORTH AFRICA 1942-1943)","EL GUETTAR","TUNISIA","TUNISIA 1943",0,"HD",,0,0,0,0,2,0,0,1,0,0,0,,0,1,,0,1,0,,1,0,,0,,0,0,1,0,0,0,0,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",1,
393,"WORLD WAR II (NORTH AFRICA 1942-1943)","SEDJANNE-BIZERTE","TUNISIA","TUNISIA 1943",0,"FD",,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,44,1,0,1,0,1,1,0,,0,0,0,0,0,,0,1,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","North Africa",,139,"World War II of 1939-1945",0,
394,"WORLD WAR II (ITALY 1943-1944)","AMPHITHEATER","ITALY","SALERNO",2,"HD","PD",0,0,0,1,1,,0,,0,0,0,0,0,1,1,3.9,2,,0,0,1,1,1,,0,1,1,1,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
395,"WORLD WAR II (ITALY 1943-1944)","PORT OF SALERNO","ITALY","SALERNO",2,"HD","PD",0,0,0,1,1,,0,,0,0,0,0,0,1,1,3.9,1,,0,0,1,1,1,,0,1,1,1,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
396,"WORLD WAR II (ITALY 1943-1944)","SELE-CALORE CORRIDOR","ITALY","SALERNO",2,"HD","PD",0,0,0,1,1,,0,,0,0,0,0,0,1,,3.7,2,,,0,1,0,0,,0,0,1,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
397,"WORLD WAR II (ITALY 1943-1944)","BATTIPAGLIA I","ITALY","SALERNO",0,"HD",,0,0,0,,0,1,0,1,0,0,0,0,0,0,,1.6,1,1,0,0,,,0,1,0,0,0,1,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
398,"WORLD WAR II (ITALY 1943-1944)","VIETRI","ITALY","SALERNO",0,"HD",,0,0,0,,0,1,0,1,0,0,0,0,0,0,,1.6,1,1,0,0,,,0,1,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
399,"WORLD WAR II (ITALY 1943-1944)","TOBACCO FACTORY","ITALY","SALERNO",0,"HD",,0,0,0,,0,1,0,0,1,0,0,0,0,0,,4,1,1,0,0,,,0,1,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
400,"WORLD WAR II (ITALY 1943-1944)","BATTIPAGLIA II","ITALY","SALERNO",0,"DL",,0,0,0,1,0,,0,,0,0,1,0,0,1,1,2.4,1,,1,0,1,0,0,,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
401,"WORLD WAR II (ITALY 1943-1944)","EBOLI","ITALY","SALERNO",0,"DL",,0,0,0,1,0,,0,,0,0,1,0,0,1,1,2.4,2,,1,0,1,0,0,,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
402,"WORLD WAR II (ITALY 1943-1944)","VIETRI II","ITALY","SALERNO",0,"PD",,0,0,0,,0,1,0,1,0,0,0,0,0,0,,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
403,"WORLD WAR II (ITALY 1943-1944)","GRAZZANISE","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.6,1,0,0,0,0,0,0,,0,0,0,1,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
404,"WORLD WAR II (ITALY 1943-1944)","CAIAZZO","ITALY","VOLTURNO",0,"DL",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.2,1,,0,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
405,"WORLD WAR II (ITALY 1943-1944)","CAPUA","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,1,,0,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
406,"WORLD WAR II (ITALY 1943-1944)","CASTEL VOLTURNO","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.6,2,0,0,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
407,"WORLD WAR II (ITALY 1943-1944)","MONTE ACERO","ITALY","VOLTURNO",0,"DL",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5.6,2,0,0,0,0,1,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
408,"WORLD WAR II (ITALY 1943-1944)","TRIFLISCO","ITALY","VOLTURNO",0,"PD",,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4.8,1,0,0,0,0,0,0,,0,1,1,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
409,"WORLD WAR II (ITALY 1943-1944)","DRAGONI","ITALY","VOLTURNO",0,"DL",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,5.7,2,0,0,0,0,1,,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
410,"WORLD WAR II (ITALY 1943-1944)","CANAL I","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
411,"WORLD WAR II (ITALY 1943-1944)","MONTE GRANDE (VOLTURNO)","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,,0,,0,,0,0,0,0,1,2.4,2,0,0,0,0,0,,,0,0,0,0,,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
412,"WORLD WAR II (ITALY 1943-1944)","CANAL II","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,,0,,0,0,0,0,0,0,1,3.3,2,0,0,0,0,0,,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
413,"WORLD WAR II (ITALY 1943-1944)","FRANCOLISE","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,,0,,0,0,0,0,0,0,,4.8,1,,0,0,0,0,,,0,0,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
414,"WORLD WAR II (ITALY 1943-1944)","SANTA MARIA OLIVETO","ITALY","VOLTURNO",0,"PD",,0,0,0,1,0,,0,,0,0,0,0,0,0,1,3.2,2,0,1,0,1,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
415,"WORLD WAR II (ITALY 1943-1944)","MONTE CAMINO I","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,0,,4.8,1,,0,0,0,0,,,0,0,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
416,"WORLD WAR II (ITALY 1943-1944)","MONTE LUNGO","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,0,,3.2,2,,0,0,0,0,,,0,0,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
417,"WORLD WAR II (ITALY 1943-1944)","POZZILLI","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,,0,0,0,0,,0.8,1,,0,0,0,0,,,0,0,0,0,,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
418,"WORLD WAR II (ITALY 1943-1944)","MONTE CAMINO II","ITALY","VOLTURNO",2,"HD","PD",0,0,0,,0,1,0,1,0,0,0,0,0,1,1,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
419,"WORLD WAR II (ITALY 1943-1944)","MONTE ROTONDO","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,,0,0,0,0,0,0.9,2,,0,0,0,0,,,0,0,0,0,,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
420,"WORLD WAR II (ITALY 1943-1944)","CALABRITTO","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,0,,1.4,2,,1,0,0,0,,,0,0,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
421,"WORLD WAR II (ITALY 1943-1944)","MONTE CAMINO III","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,0,1,4.8,1,0,0,0,0,1,,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
422,"WORLD WAR II (ITALY 1943-1944)","MONTE MAGGIORE","ITALY","VOLTURNO",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,0,1,4.8,1,0,0,0,0,0,,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
423,"WORLD WAR II (ITALY 1943-1944)","APRILIA I","ITALY","ANZIO",0,"HD",,0,0,0,1,1,,0,,0,0,0,0,0,1,1,4.8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
424,"WORLD WAR II (ITALY 1943-1944)","THE FACTORY","ITALY","ANZIO",0,"HD",,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
425,"WORLD WAR II (ITALY 1943-1944)","CAMPOLEONE","ITALY","ANZIO",0,"PD",,0,0,0,1,0,,0,,0,0,0,0,0,1,1,6.9,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
426,"WORLD WAR II (ITALY 1943-1944)","CAMPOLEONE COUNTERATTACK","ITALY","ANZIO",0,"PD",,0,0,0,,0,1,0,1,0,0,0,0,0,1,1,4,2,1,0,0,0,0,0,,0,1,0,1,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
427,"WORLD WAR II (ITALY 1943-1944)","CARROCETO","ITALY","ANZIO",0,"PD",,0,0,0,,0,1,0,1,0,0,0,0,0,1,,2.8,1,0,,0,0,0,0,0,0,0,0,1,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
428,"WORLD WAR II (ITALY 1943-1944)","MOLETTA RIVER DEFENSE","ITALY","ANZIO",0,"PD",,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,2.8,2,0,0,0,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
429,"WORLD WAR II (ITALY 1943-1944)","APRILIA II","ITALY","ANZIO",0,"PD",,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0.6,1,0,0,0,,0,0,0,0,0,0,0,0,,1,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
430,"WORLD WAR II (ITALY 1943-1944)","FACTORY COUNTERATTACK","ITALY","ANZIO",2,"FD","PD",0,0,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,,0,0,,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
431,"WORLD WAR II (ITALY 1943-1944)","BOWLING ALLEY","ITALY","ANZIO",1,"FD","PD",0,1,0,,2,0,0,0,0,0,1,0,0,1,,2.8,1,0,0,0,,0,0,0,0,1,1,1,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
432,"WORLD WAR II (ITALY 1943-1944)","MOLETTA RIVER II","ITALY","ANZIO",1,"FD","PD",0,1,0,,2,1,0,1,0,0,1,0,0,1,1,2,1,1,,0,0,0,0,,0,1,1,1,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
433,"WORLD WAR II (ITALY 1943-1944)","FIOCCIA","ITALY","ANZIO",0,"FD",,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
434,"WORLD WAR II (ITALY 1944)","SANTA MARIA INFANTE","ITALY","ROME",0,"FD",,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3.2,1,0,1,0,1,0,0,,0,0,1,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
435,"WORLD WAR II (ITALY 1944)","SAN MARTINO","ITALY","ROME",0,"FD",,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1.2,2,0,1,0,1,0,0,,0,0,1,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
436,"WORLD WAR II (ITALY 1944)","CASTELLONORATO","ITALY","ROME",0,"FD",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,4,1,0,1,0,1,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
437,"WORLD WAR II (ITALY 1944)","SPIGNO","ITALY","ROME",0,"DL",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,4.8,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
438,"WORLD WAR II (ITALY 1944)","FORMIA","ITALY","ROME",0,"DL",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,8.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
439,"WORLD WAR II (ITALY 1944)","MONTE GRANDE (ROME)","ITALY","ROME",0,"HD",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2.4,1,0,1,0,0,0,0,,0,1,0,0,1,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
440,"WORLD WAR II (ITALY 1944)","ITRI-FONDI","ITALY","ROME",0,"DL",,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1.8,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
441,"WORLD WAR II (ITALY 1944)","TERRACINA","ITALY","ROME",0,"HD",,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,4.8,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
442,"WORLD WAR II (ITALY 1944)","MOLETTA OFFENSIVE","ITALY","ROME",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,1,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
443,"WORLD WAR II (ITALY 1944)","ANZIO-ALBANO ROAD","ITALY","ROME",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,,0,1,0,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
444,"WORLD WAR II (ITALY 1944)","ANZIO BREAKOUT","ITALY","ROME",0,"FD",,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14.4,1,0,1,0,1,0,1,,0,1,1,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
445,"WORLD WAR II (ITALY 1944)","CISTERNA","ITALY","ROME",0,"FD",,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14.4,1,0,1,0,1,0,1,,0,1,1,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
446,"WORLD WAR II (ITALY 1944)","SEZZE","ITALY","ROME",0,"WD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,15.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
447,"WORLD WAR II (ITALY 1944)","VELLETRI","ITALY","ROME",0,"FD",,0,0,0,1,,,,0,0,0,1,,0,1,,1.6,1,,0,0,1,0,0,,,0,,0,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
448,"WORLD WAR II (ITALY 1944)","CAMPOLEONE","ITALY","ROME",0,"FD",,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,3.3,2,,0,0,1,0,0,0,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
449,"WORLD WAR II (ITALY 1944)","VILLA CROCETTA","ITALY","ROME",0,"FD",,0,0,0,1,0,,0,0,0,0,0,0,0,1,,1,1,,0,0,1,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
450,"WORLD WAR II (ITALY 1944)","ARDEA","ITALY","ROME",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.3,2,0,1,0,0,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
451,"WORLD WAR II (ITALY 1944)","FOSSO DI CAMPOLEONE","ITALY","ROME",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,2.7,1,0,0,0,0,,0,,0,0,0,1,0,,,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
452,"WORLD WAR II (ITALY 1944)","LANUVIO","ITALY","ROME",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,1,,2.4,1,,0,,1,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
453,"WORLD WAR II (ITALY 1944)","LARIANO","ITALY","ROME",0,"PD",,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,4.4,1,0,1,1,1,0,0,,0,0,0,0,0,,1,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
454,"WORLD WAR II (ITALY 1944)","VIA ANZIATE","ITALY","ROME",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,1,0,0.8,2,0,0,0,1,0,0,,0,0,0,0,0,,1,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
455,"WORLD WAR II (ITALY 1944)","VALMONTONE","ITALY","ROME",1,"HD","PD",1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,5.2,1,0,1,1,1,0,0,,0,0,0,0,0,0,1,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
456,"WORLD WAR II (ITALY 1944)","TARTO-TIBER","ITALY","ROME",0,"FD",,0,0,0,1,0,,0,,0,0,0,0,0,1,1,4.8,2,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
457,"WORLD WAR II (ITALY 1944)","IL GIOGIO PASS","ITALY","NORTH ITALIAN",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,1,1,0,,0,1,0,1,0,,0,1,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
458,"WORLD WAR II (EUROPEAN THEATER)","ST. LO","FRANCE","NORMANDY",0,"FD",,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,8,1,0,1,0,1,0,0,,0,0,0,0,1,,,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
459,"WORLD WAR II (EUROPEAN THEATER)","OPERATION GOODWOOD","FRANCE","NORMANDY",0,"FD",,0,0,0,1,1,0,0,0,0,1,0,,0,0,,9.6,1,0,,0,1,0,0,0,0,0,1,,1,,,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
460,"WORLD WAR II (EUROPEAN THEATER)","OPERATION COBRA","FRANCE","NORMANDY",0,"FD",,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,11.2,1,0,1,1,2,1,0,0,0,1,0,1,1,,1,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
461,"WORLD WAR II (EUROPEAN THEATER)","MORTAIN","FRANCE","NORMANDY BREAKOUT",0,"HD",,0,0,0,,2,0,0,0,0,,0,0,0,1,,0,1,0,,0,,,0,,0,0,1,1,0,0,0,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",1,
462,"WORLD WAR II (EUROPEAN THEATER)","CHARTRES","FRANCE","LE MANS TO METZ",0,"HD",,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
463,"WORLD WAR II (EUROPEAN THEATER)","MELUN","FRANCE","LE MANS TO METZ",0,"PD",,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,21.9,1,0,0,1,0,0,1,,0,0,0,0,0,,0,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,464
464,"WORLD WAR II (EUROPEAN THEATER)","SEINE RIVER","FRANCE","LE MANS TO METZ",0,"PD",,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,38.1,1,0,0,1,1,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
465,"WORLD WAR II (EUROPEAN THEATER)","MOSELLE-METZ","FRANCE","LE MANS TO METZ",0,"DL",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.8,2,0,0,0,1,0,0,,0,0,0,0,0,,,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
466,"WORLD WAR II (EUROPEAN THEATER)","METZ","FRANCE","LE MANS TO METZ",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
467,"WORLD WAR II (EUROPEAN THEATER)","ARRACOURT","FRANCE","NORTHWEST EUROPE 1944",0,"HD",,0,0,0,,0,0,,0,0,0,0,0,0,,,,1,0,0,0,,0,,0,,0,0,0,0,0,0,1,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",1,
