"isqno","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
100,"AUSTRIAN ARMY","SAXE-COBURG",23000,"AUSTRIAN ARMY",23000,0,3000,20000,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,13,0,67,0,4,FALSE,"AUSTRIAN ARMY","Austria"
101,"FRENCH ARMY OF THE NORTH","JOURDAN",73000,"FRENCH ARMY OF THE NORTH",73000,0,7000,66000,10000,0,0,0,,0,0,,0,"DD",,,,,"0",,,,11,0,0,-75,7,FALSE,"FRENCH ARMY OF THE NORTH","France"
102,"AUSTRIAN ARMY","BEAULIEU",10000,"AUSTRIAN ARMY",10000,0,1850,8150,,0,0,0,18,0,0,16,0,"DD",,,,,"0","WD",,,5,-5,10,0,3,FALSE,"AUSTRIAN ARMY","Austria"
103,"AUSTRIAN ARMY","WURMSER",25000,"AUSTRIAN ARMY",25000,0,3000,22000,,0,0,0,30,0,0,20,0,"DD",,,"DO",,"0","WD",,,0,-5,5,-5,3,FALSE,"AUSTRIAN ARMY","Austria"
104,"FR ARMY OF THE RHINE AND MOSELLE","MOREAU",45000,"FR ARMY OF THE RHINE AND MOSELLE",45000,0,3000,42000,,0,0,0,,0,0,,0,"DD",,,,,"0","SS",,,11,0,0,-20,4,FALSE,"FR ARMY OF THE RHINE AND MOSELLE","France"
105,"FR ARMY OF THE SAMBRE AND MEUSE","JOURDAN",30000,"FR ARMY OF THE SAMBRE AND MEUSE",30000,0,3000,27000,5000,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,5,-5,5,-5,4,FALSE,"FR ARMY OF THE SAMBRE AND MEUSE","France"
106,"AUS ARMY","ALVINTZI",12700,"AUS ARMY",12700,0,7000,5700,,0,0,0,37,0,0,11,0,"DD",,,,,"0","WD",,,0,-13,0,-11,3,FALSE,"AUS ARMY","Austria"
107,"FR ARMY OF ITALY","BONAPARTE",20500,"FR ARMY OF ITALY",,,5000,15500,,0,0,0,20,0,0,0,0,"DO",,,"DD",,"0","PS",,,0,-2,0,-56,9,FALSE,"FR ARMY OF ITALY","France"
108,"MAMELUKE ARMY","MURAD BEY",21000,"MAMELUKE ARMY",21000,0,5000,16000,,0,0,0,40,0,0,20,0,"DD",,,,,"0","WL",,,186,0,0,-60,2,FALSE,"MAMELUKE ARMY","Ottoman Empire"
109,"AUS ARMY","ARCHDUKE CHARLES",50000,"AUS ARMY",50000,0,6000,44000,12000,0,0,0,,0,0,,0,"DD",,,,,"0",,,,45,-8,0,-33,6,FALSE,"AUS ARMY","Austria"
110,"FR ARMY","BONAPARTE",4500,"FR ARMY",2000,2500,60,4440,,0,0,0,18,0,0,0,0,"DO",,,,,"0","BB",,,0,-11,66,0,8,FALSE,"FR ARMY","France"
111,"FR ARMY","MASSENA",25000,"FR ARMY",25000,0,1600,23400,5000,0,0,0,,0,0,,0,"DD",,,"DD",,"0","SS","WD",,80,0,8,0,6,FALSE,"FR ARMY","France"
112,"FR ARMY OF ITALY","JOUBERT & MOREAU",35000,"FR ARMY OF ITALY",35000,0,11000,24000,2000,0,0,0,,0,0,18,0,"DD",,,,,"0","WL",,,3,0,0,-39,3,FALSE,"FR ARMY OF ITALY","France"
113,"ALLIED ARMY","KORSAKOV",23000,"ALLIED ARMY",23000,0,8000,15000,3500,0,0,0,100,0,0,100,0,"DO",,,,,"0","AA",,,30,0,5,-5,2,FALSE,"ALLIED ARMY","Russia"
114,"AUS ARMY","KRAY",60000,"AUS ARMY",60000,0,5000,55000,15000,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,50,-20,0,-20,4,FALSE,"AUS ARMY","Austria"
115,"FR ARMY OF THE RESERVE","BONAPARTE",29000,"FR ARMY OF THE RESERVE",9000,20000,7000,22000,7000,0,0,0,29,0,0,13,0,"DO",,,,,"0","BB","PS",,10,-3,14,-20,7,FALSE,"FR ARMY OF THE RESERVE","France"
116,"FR ARMY","MOREAU",55000,"FR ARMY",33000,22000,2500,52500,12000,0,0,0,,0,0,,0,"DO",,,,,"0","PS",,,10,0,100,0,7,FALSE,"FR ARMY","France"
117,"FR ARMY","NAPOLEON I",73200,"FR ARMY",65200,8000,7000,66200,21960,0,0,0,139,0,0,0,0,"DO","FF",,,,"0","BB","PS",,2,-11,29,-3,10,FALSE,"FR ARMY","France"
118,"PR ARMY","HOHENLOHE",53000,"PR ARMY",38000,15000,30000,23000,11130,0,0,0,120,0,0,112,0,"DO","FF",,,,"0","RR","WL",,2,-9,0,-17,2,FALSE,"PR ARMY","Prussia"
119,"FR III CORPS","DAVOUT",27000,"FR III CORPS",20800,6200,4000,23000,,0,0,0,40,0,0,,0,"DO","EE","RF",,,"0","BB","PS",,1,-4,100,0,10,FALSE,"FR III CORPS","France"
120,"RUSS ARMY","BENNIGSEN",80000,"RUSS ARMY",71000,9000,28000,52000,18000,0,0,0,460,0,0,23,0,"DO",,,,,"0","SS","WD",,4,-19,0,-52,6,FALSE,"RUSS ARMY","Russia"
121,"RUSS ARMY","BENNIGSEN",60000,"RUSS ARMY",60000,0,25000,35000,,0,0,0,185,0,0,80,0,"DO","FF",,,,"0","RR","WL",,2,-23,0,-60,3,FALSE,"RUSS ARMY","Russia"
122,"BR & PORT ARMY","WELLESLEY",19600,"BR & PORT ARMY",19600,0,750,18850,240,0,0,0,18,0,0,0,0,"DD",,,,,"0",,,,0,-18,0,-4,8,FALSE,"BR & PORT ARMY","Great Britain|Portugal"
123,"BR ARMY","MOORE",14800,"BR ARMY",14800,0,1000,13800,0,0,0,0,9,0,0,4,0,"DD",,,,,"0","SS","WD",,14,0,0,-20,7,FALSE,"BR ARMY","Great Britain"
124,"FR ARMY","NAPOLEON I",66000,"FR ARMY",36000,30000,6000,60000,10000,0,0,0,,0,0,,0,"DO","EE","LF",,,"0","PP",,,21,-9,0,-50,8,FALSE,"FR ARMY","France"
125,"FR ARMY","NAPOLEON I",66000,"FR ARMY",23000,43000,21000,45000,11000,0,0,0,144,0,0,3,0,"DD",,,,,"0","SS",,,27,0,111,-5,5,FALSE,"FR ARMY","France"
126,"AUS ARMY","JOHN",37000,"AUS ARMY",37000,0,6211,30789,9000,0,0,0,,0,0,2,0,"DD",,,,,"0","WD",,,0,-32,61,-19,4,FALSE,"AUS ARMY","Austria"
127,"AUS ARMY","ARCHDUKE CHARLES",140000,"AUS ARMY",,,45000,95000,15000,0,0,0,480,0,0,,0,"DO","EE","LF",,,"0","WD",,,5,-8,0,-43,4,FALSE,"AUS ARMY","Austria"
128,"BR & SP ARMIES","WELLESLLEY & CUESTA",54500,"BR & SP ARMIES",54500,0,6700,47800,8950,0,0,0,60,0,0,,0,"DD",,,,,"0",,,,0,-34,21,-19,6,FALSE,"BR & SP ARMIES","Great Britain|Spain"
129,"BR & PORT ARMIES","WELLINGTON",51910,"BR & PORT ARMIES",51910,0,1300,50610,5000,0,0,0,60,0,0,,0,"DD",,,,,"0","SS","WD",,0,-38,0,-8,6,FALSE,"BR & PORT ARMIES","Great Britain"
130,"BR & PORT ARMIES","WELLINGTON",37360,"BR & PORT ARMIES",37360,0,1800,35560,1870,0,0,0,48,0,0,,0,"DO","FF",,,,"0","SS",,,2,-20,0,-17,6,FALSE,"BR & PORT ARMIES","Great Britain"
131,"BR, PORT & SP ARMIES","BERESFORD",30000,"BR, PORT & SP ARMIES",30000,0,7500,22500,3700,0,0,0,,0,0,1,0,"DD",,,,,"0",,,,60,0,0,-20,7,FALSE,"BR, PORT & SP ARMIES","Great Britain"
132,"FR ARMY","MARMONT",42000,"FR ARMY",42000,0,13000,29000,4000,0,0,0,78,0,0,20,0,"DO","FF",,,,"0","RR","WL",,19,0,31,-8,3,FALSE,"FR ARMY","France"
133,"FR ARMY","JOSEPH BONAPARTE & JOURDAN",68024,"FR ARMY",68024,0,7000,61024,10002,0,0,0,143,0,0,143,0,"DO","FF",,,,"0","WL",,,0,-26,14,-27,3,FALSE,"FR ARMY","France"
134,"RUSS ARMY","KUTUSOV",120000,"RUSS ARMY",120000,0,40000,80000,18000,0,0,0,640,0,0,40,0,"DO","FF",,,,"0","RR","WD",,2,-25,30,0,6,FALSE,"RUSS ARMY","Russia"
135,"FR ARMY","NAPOLEON I",120000,"FR ARMY",45000,75000,22000,98000,7500,0,0,0,250,0,0,,0,"DO","FF",,,,"0","PP",,,20,-3,0,-41,6,FALSE,"FR ARMY","France"
136,"PR & RUSS ARMIES","WITTGENSTEIN & BLUECHER",97000,"PR & RUSS ARMIES",97000,0,20000,77000,26000,0,0,0,450,0,0,,0,"DD",,,,,"0","WD",,,3,-1,0,-45,4,FALSE,"PR & RUSS ARMIES","Prussia|Russia"
137,"FR ARMY","NAPOLEON I",120000,"FR ARMY",70000,50000,10000,110000,10000,0,0,0,250,0,0,,0,"DO","DE",,,,"0","PP",,,0,-20,5,-5,6,FALSE,"FR ARMY","France"
138,"FR ARMY","NAPOLEON I",196200,"FR ARMY",177500,18700,60000,136200,30000,0,0,0,717,0,0,325,0,"DO","PP",,,,"0","PP",,,0,-13,22,0,5,FALSE,"FR ARMY","France"
139,"BAV ARMY","WREDE",40000,"BAV ARMY",40000,0,15000,25000,7000,0,0,0,138,0,0,,0,"DD",,,,,"0","WD",,,9,0,0,-66,3,FALSE,"BAV ARMY","Bavaria"
140,"FR ARMY","NAPOLEON I",40000,"FR ARMY",40000,0,6000,34000,,0,0,0,70,0,0,50,0,"DO","FF",,,,"0","RR","WD",,3,0,83,0,7,FALSE,"FR ARMY","France"
141,"ALLIED ARMY OF SILESIA","BLUECHER",85000,"ALLIED ARMY OF SILESIA",85000,0,4000,81000,,0,0,0,150,0,0,,0,"DO","FF",,,,"0","PP",,,18,0,100,-13,7,FALSE,"ALLIED ARMY OF SILESIA","Prussia"
142,"FR ARMY","NAPOLEON I",30000,"FR ARMY",18000,12000,5000,25000,9000,0,0,0,40,0,0,,0,"DO","FF",,,,"0",,,,7,-18,0,-20,4,FALSE,"FR ARMY","France"
143,"PR ARMY (ELMS)","BLUECHER",82895,"PR ARMY (ELMS)",82895,0,18000,64895,8630,0,0,0,216,0,0,21,0,"DD",,,,,"0","WD",,,12,0,4,-11,4,FALSE,"PR ARMY (ELMS)","Prussia"
144,"BR & DU ARMY (ELMS)","WELLINGTON",33765,"BR & DU ARMY (ELMS)",8000,25765,4500,29265,2500,0,0,0,68,0,0,0,0,"DD",,,,,"0","SS","WD",,7,0,16,0,7,FALSE,"BR & DU ARMY (ELMS)","Great Britain"
145,"ALLIED (BR, DU, PR) ARMIES","WELLINGTON & BLUECHER",137547,"ALLIED (BR, DU, PR) ARMIES",68000,69547,22500,115047,23880,0,0,0,196,0,0,0,0,"DO","FF","EE",,,"0","PP","PS",,0,-9,0,-7,8,FALSE,"ALLIED (BR, DU, PR) ARMIES","Great Britain|Prussia"
146,"BR ARMY","PROCTOR",1800,"BR ARMY",1800,0,668,1132,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-26,5,-5,1,FALSE,"BR ARMY","Great Britain"
147,"US ARMY","BROWN",2650,"US ARMY",2650,0,335,2315,,0,0,0,4,0,0,0,0,"DO","FF","DE",,,"0","PP",,,32,0,0,-2,6,FALSE,"US ARMY","USA"
148,"BR ARMY","DRUMMOND",3000,"BR ARMY",1700,1300,878,2122,,0,0,0,9,0,0,2,0,"DD",,,,,"0",,,,0,-7,5,-5,4,FALSE,"BR ARMY","Great Britain"
149,"US ARMY","JACKSON",3200,"US ARMY",3200,0,71,3129,,0,0,0,25,0,0,0,0,"DD",,,,,"0",,,,9,0,5,-5,8,FALSE,"US ARMY","USA"
150,"SP ARMY","BARREIRO",3000,"SP ARMY",3000,0,1800,1200,400,0,0,0,3,0,0,3,0,"DD",,,,,"0","WL",,,0,-10,0,-11,3,FALSE,"SP ARMY","Spain"
151,"SP ARMY","LA TORRE",5180,"SP ARMY",5180,0,2908,2272,1700,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-23,20,0,4,FALSE,"SP ARMY","Spain"
152,"SP ARMY","GARCIA",2200,"SP ARMY",2200,0,250,1950,,0,0,0,2,0,0,2,0,"DD",,,,,"0","WD",,,0,-9,10,0,6,FALSE,"SP ARMY","Spain"
153,"PATRIOT ARMY","SUCRE",2400,"PATRIOT ARMY",2400,0,340,2060,400,0,0,0,0,0,0,,0,"DO","FF",,,,"0","PS",,,0,-16,0,0,8,FALSE,"PATRIOT ARMY","Independentalists"
154,"SP ARMY","CANTERAC",2000,"SP ARMY",2000,0,464,1536,2000,0,0,0,0,0,0,,0,"DO","FF",,,,"0","RR","WD",,0,-35,0,-46,3,FALSE,"SP ARMY","Spain"
155,"PATRIOT ARMY","SUCRE",5780,"PATRIOT ARMY",5780,0,919,4861,,0,0,0,1,0,0,0,0,"DO","EE","LF",,,"0","PS",,,0,-16,0,-2,9,FALSE,"PATRIOT ARMY","Independentalists"
156,"MEX ARMY","SANTA ANNA",1600,"MEX ARMY",1600,0,1600,0,,0,0,0,,0,0,,0,"DD",,,,,"0","AA",,,0,-25,0,-70,1,FALSE,"MEX ARMY","Mexico"
157,"MEX ARMY","ARISTA",6000,"MEX ARMY",6000,0,400,5600,1000,0,0,0,12,0,0,,0,"DO","DE",,,,"0","RR","WD",,10,0,0,-25,2,FALSE,"MEX ARMY","Mexico"
158,"MEX ARMY","ARISTA",5600,"MEX ARMY",5600,0,600,5000,,0,0,0,8,0,0,8,0,"DD",,,,,"0","WL",,,0,-11,34,0,1,FALSE,"MEX ARMY","Mexico"
159,"US ARMY","TAYLOR",4759,"US ARMY",4759,0,746,4013,1018,0,0,0,16,0,0,2,0,"DD",,,,,"0",,,,5,-5,0,0,6,FALSE,"US ARMY","USA"
160,"MEX ARMY","SANTA ANNA",12000,"MEX ARMY",12000,0,4000,8000,,0,0,0,40,0,0,40,0,"DD",,,,,"0","WL",,,8,0,0,-1,1,FALSE,"MEX ARMY","Mexico"
161,"MEX ARMY","VALENCIA",4000,"MEX ARMY",4000,0,1513,2487,,0,0,0,22,0,0,22,0,"DD",,,,,"0","WL",,,25,0,0,-1,1,FALSE,"MEX ARMY","Mexico"
162,"MEX ARMY","SANTA ANNA",10500,"MEX ARMY",10500,0,3124,7376,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,71,0,130,0,2,FALSE,"MEX ARMY","Mexico"
163,"MEX ARMY","SANTA ANNA",12000,"MEX ARMY",12000,0,2700,9300,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-17,0,-37,2,FALSE,"MEX ARMY","Mexico"
164,"MEX ARMY","SANTA ANNA",15000,"MEX ARMY",15000,0,1800,13200,,0,0,0,13,0,0,13,0,"DD",,,,,"0","WD",,,0,-7,0,-6,2,FALSE,"MEX ARMY","Mexico"
165,"RUSS ARMY","MENSHIKOV",36400,"RUSS ARMY",36400,0,5709,30691,3400,0,0,0,118,0,0,,0,"DD",,,,,"0","WD",,,5,0,10,0,3,FALSE,"RUSS ARMY","Russia"
166,"BR & FR ARMY","RAGLAN & CANROBERT",16000,"BR & FR ARMY",8500,7500,4105,11895,,0,0,0,56,0,0,,0,"DO","FF",,,,"0",,,,4,0,7,0,5,FALSE,"BR & FR ARMY","Great Britain|France"
167,"AUS ARMY","GYULAI",61618,"AUS ARMY",61618,0,10236,51382,3435,0,0,0,152,0,0,,0,"DO","FF",,"EE",,"0","WD",,,0,-14,0,-1,3,FALSE,"AUS ARMY","Austria"
168,"AUS ARMY","FRANZ JOSEPH I",130000,"AUS ARMY",130000,0,21800,108200,,0,0,0,536,0,0,,0,"DO","FF",,,,"0","RR","WD",,0,-8,1,0,3,FALSE,"AUS ARMY","Austria"
169,"AUS & SAX ARMY","BENEDEK",215000,"AUS & SAX ARMY",215000,0,44300,170700,24000,0,0,0,770,0,0,187,0,"DO","FF",,,,"0","RR","WD",,0,-5,2,-10,5,FALSE,"AUS & SAX ARMY","Austria"
170,"AUS ARMY","ARCHDUKE ALBERT",75000,"AUS ARMY",75000,0,5600,69400,,0,0,0,172,0,0,,0,"DO","FF",,,,"0",,,,0,-1,0,-17,6,FALSE,"AUS ARMY","Austria"
171,"CS ARMY","BEAUREGARD & JOHNSTON",32500,"CS ARMY",30500,2000,1982,30518,1300,0,0,0,49,0,0,0,0,"DO",,,,,"0",,,,0,-32,0,-12,6,FALSE,"CS ARMY","Confederacy"
172,"CS ARMY","MCCULLOCH",10175,"CS ARMY",10175,0,1095,9080,,0,0,0,15,0,0,0,0,"DO",,,,,"0",,,,14,0,8,0,6,FALSE,"CS ARMY","Confederacy"
173,"CS ARMY","POLK",5000,"CS ARMY",2500,2500,642,4358,0,0,0,0,6,0,0,6,0,"DO","EE","LF",,,"0",,,,20,-20,40,0,5,FALSE,"CS ARMY","Confederacy"
174,"US ARMY","THOMAS",4000,"US ARMY",4000,0,262,3738,,0,0,0,7,0,0,0,0,"DO","DE",,,,"0","PS",,,0,-38,0,-6,8,FALSE,"US ARMY","USA"
175,"US ARMY","GRANT",27000,"US ARMY",27000,0,2609,24391,,0,0,0,,0,0,,0,"DO",,,,,"0","PS",,,10,-10,11,0,7,FALSE,"US ARMY","USA"
176,"US ARMY OF THE SOUTHWEST","CURTIS",10500,"US ARMY OF THE SOUTHWEST",10500,0,1384,9116,,0,0,0,49,0,0,10,0,"DO",,,,,"0","PP",,,14,0,0,-6,7,FALSE,"US ARMY OF THE SOUTHWEST","USA"
177,"US ARMY","SHIELDS",7000,"US ARMY",7000,0,590,6410,750,0,0,0,24,0,0,0,0,"DO",,,,,"0","WD",,,29,0,10,-10,7,FALSE,"US ARMY","USA"
178,"US ARMIES OF THE TENNESSEE AND OHIO","GRANT",66812,"US ARMIES OF THE TENNESSEE AND OHIO",41330,25482,13047,53765,,0,0,0,170,0,0,29,0,"DO","FF",,,,"0","PP",,,0,-6,10,-10,6,FALSE,"US ARMIES OF THE TENNESSEE AND OHIO","USA"
179,"US 1ST MARYLAND REGIMENT","KENLY",1063,"US 1ST MARYLAND REGIMENT",1063,0,904,159,0,0,0,0,2,0,0,2,0,"DD",,,,,"0","AA",,,0,-6,5,-5,3,FALSE,"US 1ST MARYLAND REGIMENT","USA"
180,"US V CORPS","BANKS",7000,"US V CORPS",7000,0,2126,4874,,0,0,0,2,0,0,2,0,"DD",,,,,"0","WL",,,21,0,0,-29,3,FALSE,"US V CORPS","USA"
181,"CS VALLEY ARMY","EWELL",5000,"CS VALLEY ARMY",5000,0,288,4712,,0,0,0,16,0,0,0,0,"DO","FF",,,,"0","PP",,,10,0,5,-5,9,FALSE,"CS VALLEY ARMY","Confederacy"
182,"US V CORPS","TYLER",3000,"US V CORPS",3000,0,1018,1982,150,0,0,0,16,0,0,8,0,"DO","FF",,,,"0","PP","RR","WL",67,-17,10,-10,5,FALSE,"US V CORPS","USA"
183,"US ARMY OF THE POTOMAC","MCCLELLAN",41797,"US ARMY OF THE POTOMAC",8253,33544,5000,36797,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,8,0,5,-5,5,FALSE,"US ARMY OF THE POTOMAC","USA"
184,"US ARMY OF THE POTOMAC","PORTER",15631,"US ARMY OF THE POTOMAC",15631,0,361,15270,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-36,0,-31,7,FALSE,"US ARMY OF THE POTOMAC","USA"
185,"US ARMY OF THE POTOMAC","PORTER",34214,"US ARMY OF THE POTOMAC",25214,9000,6837,27377,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,10,-10,10,-10,6,FALSE,"US ARMY OF THE POTOMAC","USA"
186,"US ARMY OF THE POTOMAC","SUMNER, HEINTZELMAN & PORTER",83345,"US ARMY OF THE POTOMAC",24635,58710,4443,78902,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,10,-10,10,-10,6,FALSE,"US ARMY OF THE POTOMAC","USA"
187,"US ARMY OF THE POTOMAC","MCCLELLAN",78902,"US ARMY OF THE POTOMAC",78902,0,3214,75688,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,0,-10,10,-10,6,FALSE,"US ARMY OF THE POTOMAC","USA"
188,"CS ARMY OF NORTHERN VIRGINIA","JACKSON",16848,"CS ARMY OF NORTHERN VIRGINIA",16848,0,1338,15510,1200,0,0,0,,0,0,,0,"DO","FF",,,,"0","PP",,,19,0,2,0,6,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
189,"CS ARMY OF NORTHERN VIRGINIA","LEE",48527,"CS ARMY OF NORTHERN VIRGINIA",20000,28527,9474,39053,2768,0,0,0,,0,0,,0,"DO","EE","LF",,,"0","BB","PS",,10,-10,0,-3,9,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
190,"CS ARMY OF NORTHERN VIRGINIA (-)","D. H. HILL",17852,"CS ARMY OF NORTHERN VIRGINIA (-)",17852,0,2685,15167,700,0,0,0,7,0,0,,0,"DD",,,,,"0","WD",,,10,-10,10,-10,5,FALSE,"CS ARMY OF NORTHERN VIRGINIA (-)","Confederacy"
191,"CS ARMY OF NORTHERN VIRGINIA","LEE",46000,"CS ARMY OF NORTHERN VIRGINIA",43000,3000,13700,32300,,0,0,0,,0,0,,0,"DO",,,,,"0","WD",,,13,-13,0,-18,7,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
192,"CS ARMY OF WESTERN TENNESSEE","VAN DORN",21147,"CS ARMY OF WESTERN TENNESSEE",21147,0,2520,18627,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,9,-5,10,-10,7,FALSE,"CS ARMY OF WESTERN TENNESSEE","Confederacy"
193,"CS ARMY OF TENNESSEE (-)","BRAGG",16000,"CS ARMY OF TENNESSEE (-)",16000,0,3396,12604,,0,0,0,,0,0,,0,"DO","FF","EE",,,"0","PP","WD",,0,-6,10,-10,5,FALSE,"CS ARMY OF TENNESSEE (-)","Confederacy"
194,"CS ARMY OF NORTHERN VIRGINIA","LEE",72497,"CS ARMY OF NORTHERN VIRGINIA",72497,0,4656,67841,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-19,15,0,9,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
195,"US ARMY OF THE CUMBERLAND","ROSECRANS",41400,"US ARMY OF THE CUMBERLAND",41400,0,12906,28494,3200,0,0,0,100,0,0,28,0,"DD",,,,,"0",,,,5,0,3,0,5,FALSE,"US ARMY OF THE CUMBERLAND","USA"
196,"CS ARMY OF NORTHERN VIRGINIA","LEE",60892,"CS ARMY OF NORTHERN VIRGINIA",60892,0,12821,48071,,0,0,0,170,0,0,7,0,"DO","EE","RR",,,"0","BB",,,0,-6,0,-3,10,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
197,"CS ARMY","PEMBERTON",20000,"CS ARMY",20000,0,3851,16149,500,0,0,0,,0,0,30,0,"DO","FF",,,,"0","PP","RR","WD",0,-10,20,-10,4,FALSE,"CS ARMY","Confederacy"
198,"CS CAVALRY CORPS","STUART",10000,"CS CAVALRY CORPS",10000,0,500,9500,,0,0,0,,0,0,,0,"DO",,,,,"0",,,,3,0,5,-3,5,FALSE,"CS CAVALRY CORPS","Confederacy"
199,"US ARMY OF THE POTOMAC","MEADE",83289,"US ARMY OF THE POTOMAC",23600,59689,23049,60240,13000,0,0,0,300,0,0,6,0,"DD",,,,,"0",,,,12,0,5,-5,6,FALSE,"US ARMY OF THE POTOMAC","USA"
200,"US ARMY OF THE CUMBERLAND","ROSECRANS",58222,"US ARMY OF THE CUMBERLAND",58222,0,16170,42052,10000,0,0,0,246,0,0,51,0,"DD",,,,,"0","WD",,,0,-2,10,-10,4,FALSE,"US ARMY OF THE CUMBERLAND","USA"
201,"CS ARMY OF TENNESSEE","BRAGG",40000,"CS ARMY OF TENNESSEE",40000,0,6667,33333,4856,0,0,0,,0,0,40,0,"DD",,,,,"0","WD",,,15,0,10,-10,4,FALSE,"CS ARMY OF TENNESSEE","Confederacy"
202,"CS ARMY OF NORTHERN VIRGINIA","LEE",61025,"CS ARMY OF NORTHERN VIRGINIA",31000,30025,7750,53275,7261,0,0,0,224,0,0,,0,"DO",,,,,"0","RR","SS","WD",10,-10,55,0,5,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
203,"CS ARMY OF NORTHERN VIRGINIA","LEE",50000,"CS ARMY OF NORTHERN VIRGINIA",14000,36000,10000,40000,7000,0,0,0,200,0,0,18,0,"DO",,,,,"0","SS","WD",,15,-15,50,0,6,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
204,"US ARMY OF THE POTOMAC","SIGEL",5150,"US ARMY OF THE POTOMAC",5150,0,831,4319,1000,0,0,0,22,0,0,5,0,"DD",,,,,"0","WD",,,10,-10,10,-10,3,FALSE,"US ARMY OF THE POTOMAC","USA"
205,"CS ARMY OF NORTHERN VIRGINIA","LEE",59000,"CS ARMY OF NORTHERN VIRGINIA",59000,0,1500,57500,,0,0,0,,0,0,,0,"DD",,,,,"0","SS","WD",,0,-10,33,-33,7,FALSE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
206,"CS ARMY OF TENNESSEE","JOHNSTON",17733,"CS ARMY OF TENNESSEE",17733,0,442,17291,,0,0,0,,0,0,,0,"DD",,,,,"0","SS","WD",,0,-2,81,0,7,FALSE,"CS ARMY OF TENNESSEE","Confederacy"
207,"US ARMY OF THE CUMBERLAND","THOMAS",20139,"US ARMY OF THE CUMBERLAND",20139,0,1600,18539,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,"US ARMY OF THE CUMBERLAND","USA"
208,"US ARMY OF THE TENNESSEE","MCPHERSON",30477,"US ARMY OF THE TENNESSEE",30477,0,3722,26755,,0,0,0,,0,0,13,0,"DD",,,,,"0",,,,10,-10,0,-2,6,FALSE,"US ARMY OF THE TENNESSEE","USA"
209,"CS PETERSBURG GARRISSON (+)","BEAUREGARD",41499,"CS PETERSBURG GARRISSON (+)",5400,36099,4752,36747,1624,0,0,0,,0,0,,0,"DD",,,,,"0","SS",,,10,-10,20,-20,7,FALSE,"CS PETERSBURG GARRISSON (+)","Confederacy"
210,"CS III CORPS (+)","HILL",14787,"CS III CORPS (+)",,,1619,13168,,0,0,0,30,0,0,,0,"DD",,,,,"0","SS",,,10,-10,20,-20,4,FALSE,"CS III CORPS (+)","Confederacy"
211,"CS II CORPS","EARLY",17103,"CS II CORPS",17103,0,3921,13182,5135,0,0,0,,0,0,5,0,"DD",,,,,"0","WL",,,0,-29,17,0,4,FALSE,"CS II CORPS","Confederacy"
212,"US ARMY OF THE SHENANDOAH","SHERIDAN",30829,"US ARMY OF THE SHENANDOAH",30829,0,5665,25164,7929,0,0,0,,0,0,0,0,"DO","FF",,,,"0","PP",,,10,-10,10,-10,7,FALSE,"US ARMY OF THE SHENANDOAH","USA"
213,"US 4TH & 23RD ARMY CORPS(+)","SCHOFIELD",27939,"US 4TH & 23RD ARMY CORPS(+)",27939,0,2326,25613,6400,0,0,0,60,0,0,8,0,"DD",,,,,"0","WD",,,15,0,10,-10,7,FALSE,"US 4TH & 23RD ARMY CORPS(+)","USA"
214,"CS ARMY OF TENNESSEE","HOOD",23207,"CS ARMY OF TENNESSEE",23207,0,5350,17857,1080,0,0,0,156,0,0,59,0,"DD",,,,,"0","WD",,,10,-10,11,0,2,FALSE,"CS ARMY OF TENNESSEE","Confederacy"
215,"US ARMY OF GEORGIA (-)","SHERMAN",60000,"US ARMY OF GEORGIA (-)",17990,42010,1646,58354,4500,0,0,0,,0,0,4,0,"DO","FF",,,,"0","PS",,,0,-20,10,-10,7,FALSE,"US ARMY OF GEORGIA (-)","USA"
