"isqno","nam","co","wof1","wof2","wof3","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
160,"MEX ARMY","SANTA ANNA",4,,,12000,,12000,0,4000,8000,,0,0,0,40,0,0,40,0,"DD",,,,,"0","WL",,,8,0,0,-1,1,FALSE,,"Mexico"
161,"MEX ARMY","VALENCIA",2.7,,,4000,,4000,0,1513,2487,,0,0,0,22,0,0,22,0,"DD",,,,,"0","WL",,,25,0,0,-1,1,FALSE,,"Mexico"
162,"MEX ARMY","SANTA ANNA",1.1,,,10500,,10500,0,3124,7376,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,71,0,130,0,2,FALSE,,"Mexico"
163,"MEX ARMY","SANTA ANNA",1,,,12000,,12000,0,2700,9300,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-17,0,-37,2,FALSE,,"Mexico"
164,"MEX ARMY","SANTA ANNA",3.5,,,15000,,15000,0,1800,13200,,0,0,0,13,0,0,13,0,"DD",,,,,"0","WD",,,0,-7,0,-6,2,FALSE,,"Mexico"
165,"RUSS ARMY","MENSHIKOV",11,,,36400,,36400,0,5709,30691,3400,0,0,0,118,0,0,,0,"DD",,,,,"0","WD",,,5,0,10,0,3,FALSE,,"Russia"
166,"BR & FR ARMY","RAGLAN & CANROBERT",2.5,,,16000,,8500,7500,4105,11895,,0,0,0,56,0,0,,0,"DO","FF",,,,"0",,,,4,0,7,0,5,FALSE,,"Great Britain|France"
167,"AUS ARMY","GYULAI",6,,,61618,,61618,0,10236,51382,3435,0,0,0,152,0,0,,0,"DO","FF",,"EE",,"0","WD",,,0,-14,0,-1,3,FALSE,,"Austrian Empire"
168,"AUS ARMY","FRANZ JOSEPH I",11,,,130000,,130000,0,21800,108200,,0,0,0,536,0,0,,0,"DO","FF",,,,"0","RR","WD",,0,-8,1,0,3,FALSE,,"Austrian Empire"
169,"AUS & SAX ARMY","BENEDEK",24,24,,215000,,215000,0,44300,170700,24000,0,0,0,770,0,0,187,0,"DO","FF",,,,"0","RR","WD",,0,-5,2,-10,5,FALSE,,"German Confederation"
170,"AUS ARMY","ARCHDUKE ALBERT",,,,75000,,75000,0,5600,69400,,0,0,0,172,0,0,,0,"DO","FF",,,,"0",,,,0,-1,0,-17,6,FALSE,,"Austria"
171,"CS ARMY","BEAUREGARD & JOHNSTON",4,,,32500,,30500,2000,1982,30518,1300,0,0,0,49,0,0,0,0,"DO",,,,,"0",,,,0,-32,0,-12,6,FALSE,,"Confederacy"
172,"CS ARMY","MCCULLOCH",2.4,,,10175,,10175,0,1095,9080,,0,0,0,15,0,0,0,0,"DO",,,,,"0",,,,14,0,8,0,6,FALSE,,"Confederacy"
173,"CS ARMY","POLK",1,,,5000,,2500,2500,642,4358,0,0,0,0,6,0,0,6,0,"DO","EE","LF",,,"0",,,,20,-20,40,0,5,FALSE,,"Confederacy"
174,"US ARMY","THOMAS",0.8,,,4000,,4000,0,262,3738,,0,0,0,7,0,0,0,0,"DO","DE",,,,"0","PS",,,0,-38,0,-6,8,FALSE,,"USA"
175,"US ARMY","GRANT",1.1,,,27000,,27000,0,2609,24391,,0,0,0,,0,0,,0,"DO",,,,,"0","PS",,,10,-10,11,0,7,FALSE,,"USA"
176,"US ARMY OF THE SOUTHWEST","CURTIS",4,2,,10500,,10500,0,1384,9116,,0,0,0,49,0,0,10,0,"DO",,,,,"0","PP",,,14,0,0,-6,7,FALSE,,"USA"
177,"US ARMY","SHIELDS",0.8,,,7000,,7000,0,590,6410,750,0,0,0,24,0,0,0,0,"DO",,,,,"0","WD",,,29,0,10,-10,7,FALSE,,"USA"
178,"US ARMIES OF THE TENNESSEE AND OHIO","GRANT",8,4.4,3.2,66812,3.2,41330,25482,13047,53765,,0,0,0,170,0,0,29,0,"DO","FF",,,,"0","PP",,,0,-6,10,-10,6,FALSE,3.2,"USA"
179,"US 1ST MARYLAND REGIMENT","KENLY",2,,,1063,,1063,0,904,159,0,0,0,0,2,0,0,2,0,"DD",,,,,"0","AA",,,0,-6,5,-5,3,FALSE,,"USA"
180,"US V CORPS","BANKS",1.6,,,7000,,7000,0,2126,4874,,0,0,0,2,0,0,2,0,"DD",,,,,"0","WL",,,21,0,0,-29,3,FALSE,,"USA"
181,"CS VALLEY ARMY","EWELL",2.8,,,5000,,5000,0,288,4712,,0,0,0,16,0,0,0,0,"DO","FF",,,,"0","PP",,,10,0,5,-5,9,FALSE,,"Confederacy"
182,"US V CORPS","TYLER",2.4,,,3000,,3000,0,1018,1982,150,0,0,0,16,0,0,8,0,"DO","FF",,,,"0","PP","RR","WL",67,-17,10,-10,5,FALSE,,"USA"
183,"US ARMY OF THE POTOMAC","MCCLELLAN",6.4,,,41797,,8253,33544,5000,36797,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,8,0,5,-5,5,FALSE,,"USA"
184,"US ARMY OF THE POTOMAC","PORTER",3.2,,,15631,,15631,0,361,15270,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-36,0,-31,7,FALSE,,"USA"
185,"US ARMY OF THE POTOMAC","PORTER",3.6,,,34214,,25214,9000,6837,27377,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,10,-10,10,-10,6,FALSE,,"USA"
186,"US ARMY OF THE POTOMAC","SUMNER, HEINTZELMAN & PORTER",3.2,,,83345,,24635,58710,4443,78902,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,10,-10,10,-10,6,FALSE,,"USA"
187,"US ARMY OF THE POTOMAC","MCCLELLAN",3.2,,,78902,,78902,0,3214,75688,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,0,-10,10,-10,6,FALSE,,"USA"
188,"CS ARMY OF NORTHERN VIRGINIA","JACKSON",1.6,,,16848,,16848,0,1338,15510,1200,0,0,0,,0,0,,0,"DO","FF",,,,"0","PP",,,19,0,2,0,6,FALSE,,"Confederacy"
189,"CS ARMY OF NORTHERN VIRGINIA","LEE",2.4,4.8,,48527,,20000,28527,9474,39053,2768,0,0,0,,0,0,,0,"DO","EE","LF",,,"0","BB","PS",,10,-10,0,-3,9,FALSE,,"Confederacy"
190,"CS ARMY OF NORTHERN VIRGINIA (-)","D. H. HILL",2,,,17852,,17852,0,2685,15167,700,0,0,0,7,0,0,,0,"DD",,,,,"0","WD",,,10,-10,10,-10,5,FALSE,,"Confederacy"
191,"CS ARMY OF NORTHERN VIRGINIA","LEE",4,,,46000,,43000,3000,13700,32300,,0,0,0,,0,0,,0,"DO",,,,,"0","WD",,,13,-13,0,-18,7,FALSE,,"Confederacy"
192,"CS ARMY OF WESTERN TENNESSEE","VAN DORN",3.4,,,21147,,21147,0,2520,18627,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,9,-5,10,-10,7,FALSE,,"Confederacy"
193,"CS ARMY OF TENNESSEE (-)","BRAGG",9.600001,,,16000,,16000,0,3396,12604,,0,0,0,,0,0,,0,"DO","FF","EE",,,"0","PP","WD",,0,-6,10,-10,5,FALSE,,"Confederacy"
194,"CS ARMY OF NORTHERN VIRGINIA","LEE",13.2,,,72497,,72497,0,4656,67841,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-19,15,0,9,FALSE,,"Confederacy"
195,"US ARMY OF THE CUMBERLAND","ROSECRANS",11.2,6.4,,41400,,41400,0,12906,28494,3200,0,0,0,100,0,0,28,0,"DD",,,,,"0",,,,5,0,3,0,5,FALSE,,"USA"
196,"CS ARMY OF NORTHERN VIRGINIA","LEE",15.6,7.2,,60892,,60892,0,12821,48071,,0,0,0,170,0,0,7,0,"DO","EE","RR",,,"0","BB",,,0,-6,0,-3,10,FALSE,,"Confederacy"
197,"CS ARMY","PEMBERTON",6.8,,,20000,,20000,0,3851,16149,500,0,0,0,,0,0,30,0,"DO","FF",,,,"0","PP","RR","WD",0,-10,20,-10,4,FALSE,,"Confederacy"
198,"CS CAVALRY CORPS","STUART",3.6,,,10000,,10000,0,500,9500,,0,0,0,,0,0,,0,"DO",,,,,"0",,,,3,0,5,-3,5,FALSE,,"Confederacy"
199,"US ARMY OF THE POTOMAC","MEADE",4.1,5.4,6.8,83289,6.8,23600,59689,23049,60240,13000,0,0,0,300,0,0,6,0,"DD",,,,,"0",,,,12,0,5,-5,6,FALSE,6.8,"USA"
200,"US ARMY OF THE CUMBERLAND","ROSECRANS",7.2,,,58222,,58222,0,16170,42052,10000,0,0,0,246,0,0,51,0,"DD",,,,,"0","WD",,,0,-2,10,-10,4,FALSE,,"USA"
201,"CS ARMY OF TENNESSEE","BRAGG",7.2,,,40000,,40000,0,6667,33333,4856,0,0,0,,0,0,40,0,"DD",,,,,"0","WD",,,15,0,10,-10,4,FALSE,,"Confederacy"
202,"CS ARMY OF NORTHERN VIRGINIA","LEE",6.4,,,61025,,31000,30025,7750,53275,7261,0,0,0,224,0,0,,0,"DO",,,,,"0","RR","SS","WD",10,-10,55,0,5,FALSE,,"Confederacy"
203,"CS ARMY OF NORTHERN VIRGINIA","LEE",7.6,7.6,6.4,50000,6.4,14000,36000,10000,40000,7000,0,0,0,200,0,0,18,0,"DO",,,,,"0","SS","WD",,15,-15,50,0,6,FALSE,6.4,"Confederacy"
204,"US ARMY OF THE POTOMAC","SIGEL",2.8,,,5150,,5150,0,831,4319,1000,0,0,0,22,0,0,5,0,"DD",,,,,"0","WD",,,10,-10,10,-10,3,FALSE,,"USA"
205,"CS ARMY OF NORTHERN VIRGINIA","LEE",11.2,,,59000,,59000,0,1500,57500,,0,0,0,,0,0,,0,"DD",,,,,"0","SS","WD",,0,-10,33,-33,7,FALSE,,"Confederacy"
206,"CS ARMY OF TENNESSEE","JOHNSTON",15.6,,,17733,,17733,0,442,17291,,0,0,0,,0,0,,0,"DD",,,,,"0","SS","WD",,0,-2,81,0,7,FALSE,,"Confederacy"
207,"US ARMY OF THE CUMBERLAND","THOMAS",1.6,,,20139,,20139,0,1600,18539,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,,"USA"
208,"US ARMY OF THE TENNESSEE","MCPHERSON",6.4,,,30477,,30477,0,3722,26755,,0,0,0,,0,0,13,0,"DD",,,,,"0",,,,10,-10,0,-2,6,FALSE,,"USA"
209,"CS PETERSBURG GARRISSON (+)","BEAUREGARD",4,3.6,,41499,,5400,36099,4752,36747,1624,0,0,0,,0,0,,0,"DD",,,,,"0","SS",,,10,-10,20,-20,7,FALSE,,"Confederacy"
210,"CS III CORPS (+)","HILL",2.4,,,14787,,,,1619,13168,,0,0,0,30,0,0,,0,"DD",,,,,"0","SS",,,10,-10,20,-20,4,FALSE,,"Confederacy"
211,"CS II CORPS","EARLY",4.8,,,17103,,17103,0,3921,13182,5135,0,0,0,,0,0,5,0,"DD",,,,,"0","WL",,,0,-29,17,0,4,FALSE,,"Confederacy"
212,"US ARMY OF THE SHENANDOAH","SHERIDAN",6.4,,,30829,,30829,0,5665,25164,7929,0,0,0,,0,0,0,0,"DO","FF",,,,"0","PP",,,10,-10,10,-10,7,FALSE,,"USA"
213,"US 4TH & 23RD ARMY CORPS(+)","SCHOFIELD",3.6,,,27939,,27939,0,2326,25613,6400,0,0,0,60,0,0,8,0,"DD",,,,,"0","WD",,,15,0,10,-10,7,FALSE,,"USA"
214,"CS ARMY OF TENNESSEE","HOOD",8,4.8,,23207,,23207,0,5350,17857,1080,0,0,0,156,0,0,59,0,"DD",,,,,"0","WD",,,10,-10,11,0,2,FALSE,,"Confederacy"
215,"US ARMY OF GEORGIA (-)","SHERMAN",3.6,,,60000,,17990,42010,1646,58354,4500,0,0,0,,0,0,4,0,"DO","FF",,,,"0","PS",,,0,-20,10,-10,7,FALSE,,"USA"
216,"CS ARMY OF NORTHERN VIRGINIA (ELMS)","PICKETT",2.4,,,20030,,3500,16530,1800,18230,5700,0,0,0,,0,0,,0,"DO","EE","LF",,,"0","SS","WD",,10,-10,30,-20,5,FALSE,,"Confederacy"
217,"CS PICKETT'S DIV (+)","PICKETT",2.4,,,10000,,10000,0,6000,4000,,0,0,0,10,0,0,10,0,"DD",,,,,"0","WL",,,0,-10,10,-10,3,FALSE,,"Confederacy"
218,"CS CAV CORPS (ELMS)","FORREST",8,,,7000,,7000,0,4000,3000,,0,0,0,,0,0,32,0,"DD",,,,,"0","WD",,,0,-29,25,-25,2,FALSE,,"Confederacy"
219,"CS ARMY OF NORTHERN VIRGINIA (ELMS)","EWELL & ANDERSON",7.2,,,21000,,21000,0,7000,14000,,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","RR","WL",,0,-25,0,-14,2,FALSE,,"Confederacy"
220,"FR I CORPS (-)","DOUAY",2.5,,,6000,,6000,0,2100,3900,900,0,0,0,18,0,0,1,0,"DD",,,,,"0","WD",,,17,0,10,-5,4,FALSE,,"France"
221,"FR ARMY OF ALSACE","MACMAHON",8,,,41000,,41000,0,20300,20700,6000,0,0,0,131,0,0,33,0,"DD",,,,,"0","WD",,,32,0,0,-16,5,FALSE,,"France"
222,"FR 2ND CORPS","FROSSARD",2.5,,,28000,,13400,14600,3100,24900,3500,0,0,0,90,0,0,0,0,"DD",,,,,"0","WD",,,25,0,32,0,6,FALSE,,"France"
223,"FR ARMY OF LORRAINE","BAZAINE",10,,,113000,,113000,0,14000,99000,14000,0,0,0,228,0,0,1,0,"DO","FF",,,,"0","WD",,,17,0,21,0,4,FALSE,,"France"
224,"FR ARMY OF LORRAINE","BAZAINE",16,,,113000,,113000,0,12800,100200,13000,0,0,0,520,0,0,0,0,"DO","FF",,,,"0","WD","SS",,10,-50,5,-5,3,FALSE,,"France"
225,"FR ARMY OF ALSACE","MACMAHON (WIMPFEN)",13,,,120000,,120000,0,38000,82000,12000,0,0,0,564,0,0,,0,"DO","FF",,,,"0","AA",,,0,-15,5,-5,3,FALSE,,"France"
226,"BAV I CORPS","VON DER TANN",10,,,20000,,20000,0,1800,18200,5000,0,0,0,100,0,0,2,0,"DD",,,,,"0","WD",,,18,-5,0,-30,4,FALSE,,"Germany"
227,"FR ARMY OF THE LOIRE","AURELLE",60,,,116000,,116000,0,28000,88000,16000,0,0,0,432,0,0,83,0,"DD",,,,,"0","WD",,,38,-45,5,-5,3,FALSE,,"France"
228,"FR ARMY OF THE LOIRE","CHANZY",25,,,88000,,88000,0,26000,62000,,0,0,0,,0,0,17,0,"DD",,,,,"0","WD",,,36,0,10,-4,3,FALSE,,"France"
229,"GER ARMY OF THE SOUTH","WERDER",15,,,40000,,40000,0,2000,38000,4500,0,0,0,364,0,0,,0,"dd",,,,,"0",,,,33,0,10,-18,8,FALSE,,"Germany"
230,"BR 24TH REGT. (+)","PULLEINE",1.5,,,1800,,1800,0,1445,355,450,0,0,0,2,0,0,2,0,"DD",,,,,"0","AA",,,15,0,15,0,3,FALSE,,"Great Britain"
231,"BR ARMY","CHELMSFORD",1.5,,,5317,,5317,0,100,5217,899,0,0,0,12,0,0,0,0,"DO","FF",,,,"0","PS",,,0,-6,0,-21,8,FALSE,,"Great Britain"
232,"BR ARMY","COLLEY",1.4,,,350,,350,0,284,66,0,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","AA",,,85,0,0,-4,3,FALSE,,"Great Britain"
233,"EG ARMY","ARABI",6.4,,,20000,,20000,0,2500,17500,,0,0,0,75,0,0,,0,"DD",,,,,"0","WD",,,50,0,50,0,3,FALSE,,"Egypt"
234,"BR ARMY","KITCHENER",4.4,,,25800,,25800,0,482,25318,,0,0,0,80,0,0,,0,"DO","FF",,,,"0","PS",,,5,-5,5,0,9,FALSE,,"Great Britain"
235,"IT ARMY","BARATIERI",14,,,20251,,20251,0,9678,10573,0,0,0,0,64,0,0,64,0,"DD",,,,,"0","WL",,,0,-5,0,-7,2,FALSE,,"Italy"
236,"BOER ARMY","CRONJE & DE LA REY",4.8,,,3500,,3500,0,150,3350,0,0,0,0,9,0,0,0,0,"DD",,,,,"0","WD",,,100,0,0,-47,4,FALSE,,"South African Republic"
237,"BOER ARMY","CRONJE",12.8,,,9000,,9000,0,236,8764,,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-11,36,0,8,FALSE,,"South African Republic"
238,"BOER ARMY","BOTHA",10,,,5500,,5500,0,50,5450,500,0,0,0,,0,0,,0,"DD",,,,,"0",,,,9,-27,0,-40,8,FALSE,,"South African Republic"
239,"BOER ARMY","JOUBERT",8.2,,,5000,,5000,0,335,4665,,0,0,0,10,0,0,0,0,"DD",,,,,"0",,,,0,-25,34,0,7,FALSE,,"South African Republic"
240,"BOER ARMY","CRONJE",4,,,4000,,4000,0,350,3650,,0,0,0,6,0,0,0,0,"DD",,,,,"0",,,,25,0,43,0,5,FALSE,,"South African Republic"
241,"SP ARMY","LINARES",1.6,,,1592,,1592,0,850,742,,0,0,0,4,0,0,2,0,"DD",,,,,"0","WD",,,7,0,10,-10,4,FALSE,,"Spain"
242,"RUSS ARMY","ZASULICH",14,,,18000,,18000,0,2500,15500,2000,0,0,0,48,0,0,21,0,"DD",,,,,"0","WD",,,0,-44,81,-12,2,FALSE,,"Russia"
243,"RUSS ARMY","STAKELBERG",6.5,,,38000,,,,3800,34200,3000,0,0,0,94,0,0,16,0,"DD",,,,,"0","WD",,,0,-22,32,-8,2,FALSE,,"Russia"
244,"RUSS ARMY GROUP","KUROPATKIN",42,,,150000,,,,16500,133500,15000,0,0,0,542,0,0,,0,"DO",,,,,"0","WD",,,0,-12,52,0,4,FALSE,,"Russia"
245,"JAP ARMY GROUP","OYAMA",64,,,145000,,,,17000,128000,7000,0,0,0,612,0,0,14,0,"DO",,,,,"0",,,,38,0,18,-7,5,FALSE,,"Japan"
246,"JAP ARMY GROUP","OYAMA",24,,,40000,,40000,0,9400,30600,,0,0,0,,0,0,,0,"DO",,,,,"0","SS",,,15,-15,11,0,6,FALSE,,"Japan"
247,"RUSS ARMY GROUP","KUROPATKIN",75,,,310000,,,,96500,213500,15000,0,0,0,1192,0,0,58,0,"DD",,,,,"0","WD",,,20,0,30,0,4,FALSE,,"Russia"
248,"TK ARMY OF MACEDONIA","ZEHKI PASHA",30,,,110000,,110000,0,10000,100000,0,0,0,0,,0,0,120,0,"DO",,,,,"0","WD",,,0,-36,50,0,5,FALSE,,"Ottoman Empire"
249,"TK ARMY OF THE EAST","ABDALLA PASHA",40,,,110000,,110000,0,30000,80000,0,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,,"Ottoman Empire"
250,"TK ARMY OF MACEDONIA",,10,,,20000,,20000,0,6000,14000,0,0,0,0,,0,0,60,0,"DO","FF",,,,"0","WD",,,25,0,10,-10,5,FALSE,,"Ottoman Empire"
251,"TK ARMY OF MACEDONIA","KARA SAID PASHA",20,,,90000,,90000,0,20000,70000,0,0,0,0,80,0,0,70,0,"DO","FF",,,,"0","WL",,,0,-33,0,-15,2,FALSE,,"Ottoman Empire"
252,"TK ADRIANOPLE GARRISON","SHUKRI PASHA",32,,,75000,,75000,0,15000,60000,0,0,0,0,250,0,0,250,0,"DD",,,,,"0","WD",,,0,-20,15,-15,4,FALSE,,"Ottoman Empire"
253,"SOV ARMY GROUP","TUKHACHEVSKI",335,,,200000,,,,150000,50000,0,,,,598,,,231,,"DD",,,,,"0","WL",,,0,-25,0,-20,3,FALSE,,"USSR"
254,"SOV ARMY GROUP","TUKHACHEVSKI",320,,,108500,,,,50000,58500,0,,,,571,,,160,,"DO","FF",,,,"0","RR","WL",,20,-20,20,0,4,FALSE,,"USSR"
255,"SP REPUBLICAN FORCES","GEN MIAJA",11,,,100000,,100000,0,6660,93340,0,70,,,,240,21,0,22,"DO","FF",,"EE","LF","0","BB","PS",,10,-10,10,-10,7,FALSE,,"Spanish Republic"
256,"SOV 59TH BORDER GUARD UNIT(-)","COL GREBENNIK",3,,,1460,,,,350,1110,0,20,,,20,0,17,,0,"DO",,,,,"0","RR","WL",,20,-20,20,-20,4,FALSE,,"USSR"
257,"JAP 19TH INF DIV(-)","LG SUETAKA",3,,,3010,,,,41,2969,0,0,0,0,22,0,0,0,0,"DD",,,,,"0",,,,15,-15,50,-50,6,FALSE,,"Japan"
258,"JAP 19TH INF DIV(+)","LG SUETAKA",6,,,8000,,,,1100,6900,0,0,0,0,37,0,0,,0,"DO",,,,,"0","WD",,,15,-15,0,-25,6,FALSE,,"Japan"
259,"SOV 11TH TK BDE(-)(+)","MAJ BYKOV",5,,,1228,,,,250,978,0,0,0,0,14,,0,,,"DO",,,,,"0","WD",,,20,-20,60,-40,5,FALSE,,"USSR"
260,"JAP 6TH ARMY(-)","LG OGISU",60,,,30000,,30000,0,11500,18500,0,120,,,135,,,,51,"DO",,,,,"0","WL",,,15,-15,2,-6,4,FALSE,,"Japan"
261,"SOV 163RD UKRANIAN DIV & 44TH MOTORIZED DIV","GEN SELENTSOV",32,,,29954,,11954,18000,19600,10354,0,55,,,96,,44,96,,"DO",,,,,"0","AA",,,10,-10,33,0,1,FALSE,,"USSR"
262,"GER 6TH &7TH ARMIES","GEN MOLTKE",225,,,345000,,,,32880,312120,0,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,0,-10,30,-30,6,FALSE,,"Germany"
263,"FR 1ST & 2ND ARMIES & ARMY OF ALSACE","GEN JOFFRE",225,,,400000,,,,21780,378220,0,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,0,-17,30,-30,3,FALSE,,"France"
264,"GER 4TH &5TH ARMIES","GEN MOLTKE",100,,,400000,,,,12720,387280,0,0,0,0,,0,0,,0,"DD",,,,,"0","PS",,,0,-10,30,-30,6,FALSE,,"Germany"
265,"FR 5TH ARMY","GEN LANREZAC",53,,,254000,,,,8000,246000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0","RR","WD",,8,-10,30,-30,4,FALSE,,"France"
266,"BR EXPED FORCE","FM FRENCH",35,,,70000,,,,1638,68362,0,0,0,0,328,0,0,2,0,"DD",,,,,"0","WD",,,0,-29,5,-5,5,FALSE,,"Great Britain"
267,"BR EXPED FORCE","FM FRENCH",23,,,40000,,,,7800,32200,0,0,0,0,150,0,0,38,0,"DD",,,,,"0","WL",,,33,0,3,0,4,FALSE,,"Great Britain"
268,"FR 5TH ARMY","GEN LANREZAC",50,,,200000,,,,8000,192000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0",,,,0,-20,30,-30,5,FALSE,,"France"
269,"FR 1ST & 2ND ARMIES","GEN JOFFRE",144,,,276000,,,,52000,224000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0",,,,0,-27,10,-42,7,FALSE,,"France"
270,"GER 4TH RESERVE CORPS","GEN GRONAU",18,,,45000,,45000,0,2500,42500,0,0,0,0,72,0,0,,0,"DO","FF",,,,"0","WD",,,0,-15,0,-20,6,FALSE,,"Germany"
271,"GER 1ST ARMY(-)(+)","GEN KLUCK",32,,,157000,,,,39000,118000,0,0,0,0,,0,0,,0,"DO","FF",,"EE","LF","0","PP","RR","WD",20,-20,20,-20,6,FALSE,,"Germany"
272,"GER 2ND ARMY","GEN BUELOW",27.8,21.8,12,82000,12,,,19000,63000,0,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,43,0,21,0,3,FALSE,12,"Germany"
273,"GER 1ST ARMY","GEN KLUCK",30.4,14.4,,13000,,,,3500,9500,0,0,0,0,24,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,,"Germany"
274,"FR 9TH ARMY","GEN FOCH",42,,,141000,,,,29000,112000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0",,,,0,-18,0,-35,7,FALSE,,"France"
275,"FR 4TH ARMY","GEN LANGLE DE CARY",64,,,170000,,,,27000,143000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0",,,,0,-15,0,-11,6,FALSE,,"France"
276,"FR 3RD ARMY","GEN SARRAIL",64,,,180000,,,,29000,151000,0,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-16,0,-10,7,FALSE,,"France"
277,"GER 1ST, 7TH & 2ND ARMIES","GEN FALKENHAYN",112,,,290000,,,,30000,260000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0","SS",,,20,-20,20,-20,7,FALSE,,"Germany"
278,"GER 1ST CORPS","GEN VON FRANCOIS",32,15,,40000,,,,2000,38000,0,0,0,0,100,0,0,,0,"DO","EE","LF",,,"0","WD",,,0,-50,0,-40,6,FALSE,,"Germany"
279,"RUS 1ST ARMY","GEN RENNENKAMPF",64,,,150000,,150000,0,20000,130000,0,0,0,0,450,0,0,,0,"DO","FF",,,,"0","PP","SS",,0,-33,0,-27,5,FALSE,,"Russia"
280,"RUS 2ND ARMY","GEN SAMSONOV",120,,,160000,,,,120000,40000,0,0,0,0,600,0,0,500,0,"DO","FF",,,,"0","AA",,,16,0,15,0,1,FALSE,,"Russia"
281,"RUS 1ST ARMY","GEN RENNENKAMPF",121,,,273000,,273000,0,125000,148000,0,0,0,0,800,0,0,150,0,"DD",,,,,"0","WL",,,15,-15,0,-20,2,FALSE,,"Russia"
282,"RUS 4TH ARMY","GEN SALZA",64,,,260000,,,,50000,210000,0,0,0,0,690,0,0,28,0,"DD",,,,,"0","WD",,,0,-29,10,-25,6,FALSE,,"Russia"
283,"RUS 5TH ARMY","GEN PLEHVE",72,,,260000,,,,90000,170000,0,0,0,0,720,0,0,100,0,"DO","FF",,,,"0","WD",,,0,-27,10,-25,3,FALSE,,"Russia"
284,"RUS 3RD & 8TH ARMIES","GEN IVANOV",150,,,480000,,,,35000,445000,0,0,0,0,1304,0,0,30,0,"DO","FF",,,,"0","PP",,,0,-17,10,-25,8,FALSE,,"Russia"
285,"RUS 3RD, 5TH & 8TH ARMIES","GEN IVANOV",160,,,936000,,,,82000,854000,0,0,0,0,2000,0,0,30,0,"DO","FF",,,,"0","PP",,,0,-25,10,-25,8,FALSE,,"Russia"
286,"RUS NORTHWEST ARMY GROUP","GRAND DK NICHOLAS",120,,,400000,,,,95000,305000,0,0,0,0,,0,0,,0,"DO","FF",,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Russia"
287,"SERB 1ST, 2ND & 3RD ARMIES","FM PUTNIK",74,,,200000,,,,18000,182000,0,0,0,0,,0,0,,0,"DO","FF",,"EE","RF","0","PP","PS",,0,-25,0,-11,8,FALSE,,"Serbia"
288,"AUS 5TH & 6TH ARMIES","GEN POTIOREK",106,,,300000,,,,92000,208000,0,0,0,0,,0,0,133,0,"DD",,,,,"0","WL",,,0,-20,15,0,2,FALSE,,"Austria"
289,"GER 3RD ARMY","GEN HAUSEN",17,,,85220,,85220,,23050,,0,0,0,0,470,,0,,,"DD",,,,,"0","SS",,,10,-10,10,-10,6,FALSE,,"Germany"
290,"GER 6TH ARMY(-)","CR PR RUPPRECHT",3.6,,,40000,,20000,20000,12000,28000,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,FALSE,,"Germany"
291,"BR 2ND ARMY(-)(+)","GEN SMITH-DORRIEN",23,13.6,,190000,,,,70000,120000,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,0,-15,10,-10,6,FALSE,,"Great Britain"
292,"GER 6TH ARMY(-)","CR PR RUPPRECHT",6,,,30000,,,,5000,25000,0,0,0,0,,,0,,,"DO","FF",,,,"0","PP","SS",,20,-5,16,0,6,FALSE,,"Germany"
293,"GER 6TH ARMY(-)","CR PR RUPPRECHT",7.2,14.4,,75000,,,,19836,55164,0,0,0,0,,,0,,,"DO","FF",,,,"0","PP","SS",,20,0,10,-10,6,FALSE,,"Germany"
294,"RUS 10TH ARMY","GEN SIEVERS",209,,,300000,,,,210000,90000,0,0,0,0,212,,0,186,,"DD",,,,,"0","AA",,,0,-25,0,-25,2,FALSE,,"Russia"
