dbpedia,isqno,origwar,war,theater,name,NAMA,belligerenta,sidea,COA,uri_coa,NAMD,belligerentd,COD,uri_cod
Battle_of_Okinawa,537,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,HILLS 153 AND 115,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 44TH IND MIXED BDE(-),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
Battle_of_Okinawa,538,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,ADVANCE FROM THE BEACH,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 1ST SPEC EST RGT(-),Japan,LCOL AOYANAGI,?
Battle_of_Okinawa,539,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,ADVANCE TO SHURI LINE OUTPOSTS,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 12TH IND INF BN(-)(+),Japan,LG FUJIOKA,?
Battle_of_Okinawa,540,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,KAKAZU AND TOMBSTONE RIDGES,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 12TH IND INF BN(+),Japan,LG FUJIOKA,?
Battle_of_Okinawa,541,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,NISHIBARU RIDGE-TANABARU ESCARPMENT,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 12TH IND INF BN(+),Japan,LG FUJIOKA,?
Battle_of_Okinawa,542,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,MAEDA ESCARPMENT,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 62ND DIV(-)(+),Japan,LG FUJIOKA,?
Battle_of_Okinawa,543,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,ATTACK ON SHURI LINE'S EASTERN FLANK I,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 24TH INF DIV(-)(+),Japan,LG AMAMIYA,?
Battle_of_Okinawa,544,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,ATTACK ON SHURI LINE'S EASTERN FLANK II,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 24TH INF DIV(-)(+),Japan,LG AMAMIYA,?
Battle_of_Okinawa,545,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,ATTACK ON SHURI LINE'S EASTERN FLANK III,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 24TH INF DIV(+),Japan,LG AMAMIYA,?
Battle_of_Okinawa,546,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,ADVANCE TO YUZA-DAKE/YAEJU-DAKE ESCARPMENT,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 24TH INF DIV(-),Japan,LG AMAMIYA,?
Battle_of_Okinawa,547,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,ATTACK ON YUZA-DAKE/YAEJU-DAKE ESCARPMENT,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 24TH INF DIV(-),Japan,LG AMAMIYA,?
Battle_of_Okinawa,548,"WORLD WAR II, OKINAWA",World War II of 1939-1945,,CAPTURE OF YUZA-DAKE/YAEJU-DAKE ESCARPMENT,US 96TH DIV(+),USA,B,MG BRADLEY,?,JAP 44TH IND MIXED BDE(-)(+),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
,549,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,JENIN,IS PELED ARMD DIV(-),Israel,A,BG PELED,http://en.wikipedia.org/wiki/Elad_Peled,JOR 25TH INF BDE,Jordan,LCOL EL KHALIDI,?
,550,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,JERUSALEM,IS GUR PARA BDE(+),Israel,A,BG NARKISS,http://en.wikipedia.org/wiki/Uzi_Narkiss,JOR 27TH INF BDE (JERUSALEM BDE)(+),Jordan,BG ATA AL,?
,551,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,KABATIYA,IS BAR KOCHVA'S ARMD BDE(+),Israel,A,BG PELED,http://en.wikipedia.org/wiki/Elad_Peled,JOR 40TH ARMD BDE(-)(+),Jordan,LCOL EL KHALIDI,?
,552,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,TILFIT-ZABABIDA,IS RAM ARMD BDE,Israel,A,COL RAM,?,JOR 40TH ARMD BDE(-)(+),Jordan,LCOL EL KHALIDI,?
,553,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,NABLUS,IS PELED ARMD DIV,Israel,A,BG PELED,http://en.wikipedia.org/wiki/Elad_Peled,JOR 25TH INF BDE,Jordan,LCOL EL KHALIDI,?
,554,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,RAFAH,IS TAL DIV,Israel,A,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal,EG 7TH INF DIV(+),Egypt,MG SOLIMAN,http://en.wikipedia.org/wiki/Mohamed_Hussein_Tantawi
,555,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,BIR LAHFAN,IS YOFFE DIV,Israel,A,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe,EG 3RD INF DIV,Egypt,MG NASSER,http://en.wikipedia.org/wiki/Gamal_Abdel_Nasser
Battle_of_Abu-Ageila_(1967),556,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,ABU AGEILA-UM KATEF,IS SHARON DIV,Israel,A,BG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon,EG 2ND INF DIV,Egypt,MG NAGUIB,?
,557,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,EL ARISH,IS TAL DIV(-),Israel,A,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal,EG 7TH INF DIV(-),Egypt,MG SOLIMAN,http://en.wikipedia.org/wiki/Mohamed_Hussein_Tantawi
,558,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,JEBEL LIBNI,IS YOFFE DIV(-)(+),Israel,A,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe,EG 3RD INF DIV(-),Egypt,MG NASSER,http://en.wikipedia.org/wiki/Gamal_Abdel_Nasser
,559,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,GAZA STRIP,IS RESHEF TASK FORCE,Israel,A,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal,PALES 20TH PLA DIV(+),Palestine,MG HASNI,?
,560,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,BIR HASSNA-BIR THAMADA,IS YOFFE DIV,Israel,A,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe,EG 3RD INF DIV,Egypt,MG GHOUL,?
,561,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,MITLA PASS,EG 3RD INF DIV(+),Egypt,B,?,,IS YOFFE DIV(-),Israel,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe
,562,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,BIR HAMMA-BIR GIFGAFA,IS TAL DIV,Israel,A,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal,EG 3RD INF DIV & 4TH ARMD DIV(-),Egypt,MG GHOUL,?
,563,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,NAKHL,IS SHARON DIV,Israel,A,BG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon,EG 6TH MECH DIV,Egypt,MG HASSAN,?
,564,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,BIR GIFGAFA,EG ARMD BDE,Egypt,B,?,,IS TAL DIV,Israel,COL GONEN,http://en.wikipedia.org/wiki/Shmuel_Gonen
,565,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,TEL FAHAR-BANIAS,IS GOLANI BDE,Israel,A,COL EFRAT,?,SYR 11TH INF BDE(+),Syria,COL AMIR,?
,566,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,RAWIYEH,IS RAM BDE,Israel,A,COL RAM,?,SYR 8TH INF BDE(+),Syria,BG TAYAN,?
,567,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,ZAOURA-KALA,IS MENDLER'S BDE,Israel,A,COL MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler,SYR 11TH INF BDE(+),Syria,COL AMIR,?
Battle_of_Karameh,568,"ARAB-ISRAELI WAR, 1968",War of Attrition of 1967-1970,,KERAMA,IS GONEN TASK FORCE,Israel,A,BG GONEN,http://en.wikipedia.org/wiki/Shmuel_Gonen,JOR 1ST INF DIV,Jordan,MG HADITHA,?
Operation_Badr_(1973),569,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,"SUEZ CANAL ASSAULT, NORTH",EG 2ND ARMY,Egypt,A,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun,IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
Operation_Badr_(1973),570,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,"SUEZ CANAL ASSAULT, SOUTH",EG 3RD ARMY,Egypt,A,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel,IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
Operation_Badr_(1973),571,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,SECOND ARMY BUILDUP,EG 2ND ARMY,Egypt,A,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun,IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
Operation_Badr_(1973),572,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,THIRD ARMY BUILDUP,EG 3RD ARMY,Egypt,A,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel,IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
Operation_Badr_(1973),573,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,KANTARA-FIRDAN,IS ADAN DIV,Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 2ND ARMY,Egypt,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun
Battle_of_the_Sinai,574,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,"EGYPTIAN OFFENSIVE, NORTH",EG 2ND ARMY,Egypt,A,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun,IS SASSON FORCE & SHARON DIV,Israel,MG GONEN,http://en.wikipedia.org/wiki/Shmuel_Gonen
Battle_of_the_Sinai,575,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,"EGYPTIAN OFFENSIVE, SOUTH",EG 3RD ARMY,Egypt,A,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel,IS MAGEN DIV(-)(+),Israel,BG MAGEN,?
Battle_of_the_Chinese_Farm,576,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,DEVERSOIR (CHINESE FARM I),IS SHARON DIV,Israel,B,MG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon,EG 16TH DIV(1/2) & 21ST DIV(1/2),Egypt,BG HAFIZ & BG OWBY,?
Battle_of_the_Chinese_Farm,577,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,DEVERSOIR (CHINESE FARM II),IS ADAN DIV(+),Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 16TH DIV(-)(+),Egypt,BG HAFIZ,?
Battle_of_the_Chinese_Farm,578,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,DEVERSOIR WEST,IS ADAN DIV(+),Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 2ND ARMY(-),Egypt,MG KALIL,http://en.wikipedia.org/wiki/Abd-Al-Minaam_Khaleel
Battle_of_Ismailia,579,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,ISMAILIA,IS SHARON DIV,Israel,B,MG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon,EG 2ND ARMY(-),Egypt,MG KALIL,http://en.wikipedia.org/wiki/Abd-Al-Minaam_Khaleel
,580,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,JEBEL GENEIFA,IS ADAN DIV(+),Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
Battle_of_Suez,581,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,SHALLUFA I,IS ADAN DIV(+),Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
Battle_of_Suez,582,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,SHALLUFA II,IS ADAN DIV(+),Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
Battle_of_Suez,583,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,SUEZ,IS ADAN DIV(+),Israel,B,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
,584,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,ADABIYA,IS MAGEN DIV,Israel,B,BG MAGEN,?,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
Valley_of_Tears,585,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,KUNEITRA,SYR 9TH INF DIV(+),Syria,A,COL TOURKMANI,?,IS 7TH ARMD BDE(-)(+),Israel,COL BEN GAL,http://en.wikipedia.org/wiki/Avigdor_Ben-Gal
Valley_of_Tears,586,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,AHMADIYEH,SYR 7TH INF DIV(+),Syria,A,BG ABRASH,?,IS 7TH ARMD BDE(-)(+),Israel,COL BEN GAL,http://en.wikipedia.org/wiki/Avigdor_Ben-Gal
Valley_of_Tears,587,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,RAFID,SYR 5TH INF DIV(+),Syria,A,BG ASLAN,?,IS 188TH ARMD BDE(-)(+),Israel,COL BEN SHOHAM,?
Valley_of_Tears,588,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,YEHUDA-EL AL,SYR 5TH INF DIV(+),Syria,A,BG ASLAN,?,IS 240TH ARMD DIV,Israel,MG LANER,?
First_Battle_of_Mount_Hermon,589,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,NAFEKH,SYR 1ST ARMD DIV,Syria,A,COL JUHNI,?,IS 79TH ARMD BDE(+),Israel,COL OR,?
Valley_of_Tears,590,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,TEL FARRIS,IS 146TH ARMD DIV(+),Israel,B,MG PELED,http://en.wikipedia.org/wiki/Elad_Peled,SYR 5TH INF DIV(+),Syria,BG ASLAN,?
Valley_of_Tears,591,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,HUSHNIYAH,IS 240TH ARMD DIV(-)(+),Israel,B,MG LANER,?,SYR 9TH INF DIV(-)(+),Syria,COL TOURKMANI,?
Valley_of_Tears,592,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,MOUNT HERMONIT,SYR 7TH INF DIV(+),Syria,A,BG ABRASH,?,IS 7TH ARMD BDE(+),Israel,COL BEN GAL,http://en.wikipedia.org/wiki/Avigdor_Ben-Gal
Second_Battle_of_Mount_Hermon,593,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,MOUNT HERMON I,IS GOLANI BDE(-),Israel,B,COL DRORI,http://en.wikipedia.org/wiki/Amir_Drori,SYR PARA BDE(-),Syria,?,?
,594,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,TEL SHAMS,IS 36TH MECH DIV,Israel,B,BG EITAN,?,SYR 7TH INF DIV(-)(+),Syria,BG BERAKDAR,?
,595,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,TEL SHAAR,IS 240TH ARMD DIV,Israel,B,MG LANER,?,SYR 1ST ARMD DIV(+),Syria,COL JUHNI,?
,596,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,TEL EL HARA,IR 3RD ARMD DIV,Iraq,A,BG LAFTA,?,IS 240TH ARMD DIV,Israel,MG LANER,?
,597,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,KFAR SHAMS-TEL ANTAR,IS 240TH ARMD DIV(-),Israel,B,MG LANER,?,IS 3RD ARMD DIV,Israel,BG LAFTA,?
,598,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,NABA,JOR 40TH ARMD BDE(+),Jordan,A,BG EL MAJALI,?,IS 240TH ARMD DIV,Israel,MG LANER,?
,599,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,ARAB COUNTEROFFENSIVE,SYR 9TH INF DIV(-)(+),Syria,A,COL TOURKMANI,?,IS 146TH ARMD DIV,Israel,MG PELED,http://en.wikipedia.org/wiki/Elad_Peled
Third_Battle_of_Mount_Hermon,600,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,MOUNT HERMON II,IS GOLANI BDE,Israel,B,COL DRORI,http://en.wikipedia.org/wiki/Amir_Drori,SYR PARA BDE,Syria,?,?
Third_Battle_of_Mount_Hermon,601,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,MOUNT HERMON III,IS GOLANI BDE(+),Israel,B,COL DRORI,http://en.wikipedia.org/wiki/Amir_Drori,SYR PARA BDE,Syria,?,?
,602,WORLD WAR II,World War II of 1939-1945,,SIDI BOU ZID I,GER ELMS 10TH AND 21ST PNZR DIV,Germany,A,GEN ZIEGLER,http://en.wikipedia.org/wiki/Heinz_Ziegler,"US CCA, 1ST ARM DIV (+)",USA,BG MCQUILLION,
,603,WORLD WAR II,World War II of 1939-1945,,SIDI BOU ZID II,"US CC C, 1ST ARMD DIV",USA,B,COL STACK,,GER ELMS 10TH AND 21ST PD,Germany,GEN ZIEGLER,http://en.wikipedia.org/wiki/Heinz_Ziegler
,604,WORLD WAR II,World War II of 1939-1945,,KASSERINE PASS,GER AFRIKA KORPS (-),Germany,A,FM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel,US 26TH RCT (-)(+),USA,COL STARK,
,605,WORLD WAR II,World War II of 1939-1945,Italy,RAPIDO NORTH I,"US 141ST RCT (+), 36TH INF DIV",USA,B,COL WYATT,,"GER 1ST/129TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
,606,WORLD WAR II,World War II of 1939-1945,Italy,RAPIDO NORTH II,"US 141ST RCT (+), 36TH INF DIV",USA,B,COL WYATT,,"GER 1ST/129TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
,607,WORLD WAR II,World War II of 1939-1945,Italy,RAPIDO SOUTH I,"US 143RD RCT (+), 36TH INF DIV",USA,B,COL MARTIN,,"GER 3RD/104TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
,608,WORLD WAR II,World War II of 1939-1945,Italy,RAPIDO SOUTH II,"US 143RD RCT (+), 36TH INF DIV",USA,B,COL MARTIN,,"GER 3RD/104TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
,609,WORLD WAR II,World War II of 1939-1945,Italy,BOWLING ALLEY I,GER LXXVI PNZ CORPS (-),Germany,A,GEN MACKENSON,,"US 2ND/157TH INF (+), 45TH ID",USA,COL BROWN,
,610,WORLD WAR II,World War II of 1939-1945,Italy,BOWLING ALLEY II,GER LXXVI PNZ CORPS (-),Germany,A,GEN MACKENSON,,"US 179TH INF (-)(+), 45TH ID",USA,COL KAMMERER,
,611,WORLD WAR II,World War II of 1939-1945,Italy,BOWLING ALLEY III,GER LXXVI PNZ CORPS (-),Germany,A,GEN MACKENSON,,"US 180TH INF (-)(+), 45TH ID",USA,COL DULANEY,
,612,WORLD WAR II,World War II of 1939-1945,Western Front,MORTAIN I,GER ELMS 1ST SS AND 2ND PNZ DIVS,Germany,A,GEN LUETTWITZ,,"US 117TH INF (-)(+), 30TH ID",USA,COL JOHNSON,
,613,WORLD WAR II,World War II of 1939-1945,Western Front,MORTAIN II,GER ELMS 2ND SS PD AND 17TH SS PGD,Germany,A,COL BAUM,,"US 120TH INF (-)(+), 30TH ID",USA,COL BIRKS,
,614,WORLD WAR II,World War II of 1939-1945,Western Front,SCHMIDT I,"US 112TH INF (+), 28TH ID",USA,B,COL PETERSON,,GER LXXIV CORPS (-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
,615,WORLD WAR II,World War II of 1939-1945,Western Front,SCHMIDT II,"US 110TH INF (+), 28TH ID",USA,B,COL SEELY,,GER LXXIV CORPS (-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
,616,WORLD WAR II,World War II of 1939-1945,Western Front,SCHMIDT III,"US 109TH INF (+), 28TH ID",USA,B,COL STRICKLER,,GER LXXIV CORPS (-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
,617,WORLD WAR II,World War II of 1939-1945,Western Front,WAHLERSCHEID,"US 9TH INF(+), 2ND ID",USA,B,COL HIRSCHFELDER,,GER LXXIV CORPS (-),Germany,?,
,618,WORLD WAR II,World War II of 1939-1945,Western Front,KRINKELT-ROCHERATH I,GER 12TH SS PNZDIV (-)(+),Germany,A,COL KRAAS,,"US 3RD/23RD INF, 2ND ID",USA,COL TUTTLE,
,619,WORLD WAR II,World War II of 1939-1945,Western Front,KRINKELT-ROCHERATH II,GER 12TH SS PNZDIV (-)(+),Germany,A,COL KRAAS,,"US 38TH INF (-)(+), 2ND ID",USA,COL BOOS,
,620,WORLD WAR II,World War II of 1939-1945,Western Front,SCHNEE EIFEL CENTER,"GER 293RD VGRGT, 18TH VGD",Germany,A,COL HOFFMAN-SCHONBORN,,"US 423RD INF, 106TH ID",USA,COL CAVENDER,
,621,WORLD WAR II,World War II of 1939-1945,Western Front,SCHNEE EIFEL SOUTH,GER 62ND VGDIV (+),Germany,A,GEN KITTEL,,"US 424TH INF (+), 106TH ID",USA,COL REID,
,622,WORLD WAR II,World War II of 1939-1945,Western Front,SCHNEE EIFEL NORTH I,GER 18TH VGDIV (-)(+),Germany,A,COL HOFFMAN-SCHONBORN,,US 14TH CAV GRP (+),USA,COL DEVINE,
,623,WORLD WAR II,World War II of 1939-1945,Western Front,SCHNEE EIFEL NORTH II,GER 18TH VGDIV (-)(+),Germany,A,COL HOFFMAN-SCHONBORN,,"US 422ND INF, (-)(+), 106TH ID",USA,COL DESCHENNEUX,
,624,WORLD WAR II,World War II of 1939-1945,Western Front,OUR RIVER CENTER,GER XLVII PNZ CORPS,Germany,A,GEN LUETTWITZ,,"US 11OTH INF (-)(+), 28TH ID",USA,COL FULLER,
,625,WORLD WAR II,World War II of 1939-1945,Western Front,OUR RIVER NORTH,GER LVIII PNZ CORPS,Germany,A,GEN KRUEGER,,"US 112TH INF (+), 28TH ID",USA,COL NELSON,
Battle_of_Pusan_Perimeter,626,KOREAN WAR,Korean War of 1950-1953,,PUSAN PERIMETER,NKOR CORP,North Korea,A,?,,US DIV,USA,?,
,627,KOREAN WAR,Korean War of 1950-1953,,PUSAN BREAKOUT,US DIV,USA,B,?,,NKOR CORP,North Korea,?,
Battle_of_Nam_River,628,KOREAN WAR,Korean War of 1950-1953,,NAM RIVER,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
,629,KOREAN WAR,Korean War of 1950-1953,,KUNSON,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
,630,KOREAN WAR,Korean War of 1950-1953,,BUTTE LINE,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
,631,KOREAN WAR,Korean War of 1950-1953,,HAN RIVER,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
,632,KOREAN WAR,Korean War of 1950-1953,,CHAN RIVER,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
,633,KOREAN WAR,Korean War of 1950-1953,,PIERCE LINE,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
Battle_of_the_Imjin_River,634,KOREAN WAR,Korean War of 1950-1953,,KANSAS LINE,NKOR ARMY,North Korea,A,?,,US DIV,USA,?,
,635,KOREAN WAR,Korean War of 1950-1953,,IRON TRIANGLE,NKOR ARMY,North Korea,A,?,,US DIV,USA,?,
,636,KOREAN WAR,Korean War of 1950-1953,,BAYONETTE LINE,US DIV,USA,B,?,,NKOR ARMY,North Korea,?,
,637,WORLD WAR II,World War II of 1939-1945,Eastern Front,TARGUL FRUMOS,USSR ARMY,USSR,B,?,,GER DIV,Germany,?,
,638,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,MISHMAR HAYARDEN 1,SYR RGT,Syria,A,?,,IS RGT,Israel,?,
,639,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,MISHMAR HAYARDEN 2,SYR RGT,Syria,A,?,,IS RGT,Israel,?,
,640,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,HIRAM,IS DIV,Israel,B,?,,SYR RGT,Syria,?,
,641,"ARAB-ISRAELI, 1967",Six Day War of 1967,,BANIAS-MASAADA,IS RGT,Israel,A,?,,SYR RGT,Syria,?,
,642,"ARAB-ISRAELI, 1967",Six Day War of 1967,,BOUTMIYA,IS DIV,Israel,A,?,,SYR DIV,Syria,?,
,643,"ARAB-ISRAELI, 1967",Six Day War of 1967,,KUNEITRA,IS DIV,Israel,A,?,,SYR DIV,Syria,?,
,644,WORLD WAR II,World War II of 1939-1945,Italy,TARTO-TIBER,BRIT CORP,Great Britain,B,?,,GER DIV,Germany,?,
,645,"ISRAEL-LEBANON, 1982",War over Lebanon of 1982,,BEKKA VALLEY,IS CORP,Israel,A,?,,SYR DIV,Syria,?,
,646,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,ACRE,IS RGT,Israel,B,?,,EGY RGT,Egypt,?,
