,isqno,attacker,war,battle,name,cdb13_actors,commanders,uri
1005,484,1,WORLD WAR II (EUROPEAN THEATER),ST. VITH,GER 66TH CORPS(-),Germany,GEN LUCHT,
1006,485,0,WORLD WAR II (EUROPEAN THEATER),BASTOGNE,US 10TH ARMD DIV(-)(+),USA,COL ROBERTS,?
1007,485,1,WORLD WAR II (EUROPEAN THEATER),BASTOGNE,GER 67TH PZ CORPS (ELMS),Germany,GEN VON LUETTWITZ,
1008,486,0,WORLD WAR II,SEDAN-MEUSE RIVER,FR 2ND ARMY(+),France,GEN BILLOTTE,
1009,486,1,WORLD WAR II,SEDAN-MEUSE RIVER,GER 19TH PZ CORPS,Germany,GEN GUDERIAN,
1010,487,0,WORLD WAR II,JITRA,BR 11TH INDIAN DIV,Great Britain,MG MURRAY-LYON,
1011,487,1,WORLD WAR II,JITRA,JAP 5TH INF DIV(-),Japan,LG MATSUI,
1012,488,0,"WORLD WAR II, EASTERN FRONT",ROVNO,SOV SOUTHWESTERN AG(-),USSR,GEN KIRPONOS,
1013,488,1,"WORLD WAR II, EASTERN FRONT",ROVNO,GER 1ST PZ GROUP,Germany,GEN VON KLEIST,
1014,489,0,"WORLD WAR II, EASTERN FRONT",DEFENSE OF MOSCOW,SOV WESTERN AG(+),USSR,MARSHAL STALIN,
1015,489,1,"WORLD WAR II, EASTERN FRONT",DEFENSE OF MOSCOW,GER AG CENTER,Germany,FM VON BOCK,
1016,490,0,"WORLD WAR II, EASTERN FRONT",MOSCOW COUNTEROFFENSIVE,GER AG CENTER,Germany,FM VON BOCK,
1017,490,1,"WORLD WAR II, EASTERN FRONT",MOSCOW COUNTEROFFENSIVE,SOV KALININ AG(+),USSR,MARSHAL STALIN,
1018,491,0,"WORLD WAR II, EASTERN FRONT",POGORELOYE GORODISHCHE,GER 9TH ARMY,Germany,GEN MODEL,
1019,491,1,"WORLD WAR II, EASTERN FRONT",POGORELOYE GORODISHCHE,SOV 20TH COMBINED ARMS ARMY,USSR,GEN REYTER,
1020,492,0,"WORLD WAR II, EASTERN FRONT",LENINGRAD (OPERATION SPARK),GER 18TH ARMY(-),Germany,GEN LINDEMANN,
1021,492,1,"WORLD WAR II, EASTERN FRONT",LENINGRAD (OPERATION SPARK),SOV 2ND ASSAULT ARMY(+),USSR,GEN ROMANOVSKIY,
1022,493,0,"WORLD WAR II, EASTERN FRONT",OBOYAN-KURSK (PHASE I),SOV 6TH GUARDS ARMY,USSR,GEN CHISTYAKOV,
1023,493,1,"WORLD WAR II, EASTERN FRONT",OBOYAN-KURSK (PHASE I),GER 48TH PZ CORPS,Germany,GEN KNOBELSDORFF,
1024,494,0,"WORLD WAR II, EASTERN FRONT",OPERATION CITADEL (SOUTHERN SECTOR),SOV 6TH & 7TH GDS ARMIES,USSR,LG CHISTYAKOV,
1025,494,1,"WORLD WAR II, EASTERN FRONT",OPERATION CITADEL (SOUTHERN SECTOR),GER 4TH PZ ARMY,Germany,GEN HOTH,
1026,495,0,"WORLD WAR II, EASTERN FRONT",OBOYAN-KURSK (PHASE II),SOV 6TH GDS ARMY(+),USSR,GEN CHISTYAKOV,
1027,495,1,"WORLD WAR II, EASTERN FRONT",OBOYAN-KURSK (PHASE II),GER 48TH PZ CORPS,Germany,GEN KNOBELSDORFF,
1028,496,0,"WORLD WAR II, EASTERN FRONT",OBOYAN-KURSK (PHASE III),SOV 6TH GDS ARMY(+),USSR,GEN CHISTYAKOV,
1029,496,1,"WORLD WAR II, EASTERN FRONT",OBOYAN-KURSK (PHASE III),GER 48TH PZ CORPS,Germany,GEN KNOBELSDORFF,
1030,497,0,"WORLD WAR II, EASTERN FRONT",PROKHOROVKA,GER 2ND SS PZ CORPS,Germany,GEN HAUSSER,
1031,497,1,"WORLD WAR II, EASTERN FRONT",PROKHOROVKA,SOV STEPPE ARMY GROUP,USSR,GEN KONEV,
1032,498,0,"WORLD WAR II, EASTERN FRONT",KURSK COUNTEROFFENSIVE (SOUTHERN SECTOR),GER 4TH PZ ARMY(+),Germany,GEN HOTH,
1033,498,1,"WORLD WAR II, EASTERN FRONT",KURSK COUNTEROFFENSIVE (SOUTHERN SECTOR),SOV VORONEZH AG(+),USSR,GEN VATUTIN,
1034,499,0,"WORLD WAR II, EASTERN FRONT",BELGOROD,GER 167TH INF DIV,Germany,LG TRIERENBERG,
1035,499,1,"WORLD WAR II, EASTERN FRONT",BELGOROD,SOV 53RD ARMY,USSR,GEN MANAGOROV,
1036,500,0,"WORLD WAR II, EASTERN FRONT",MELITOPOL,GER 6TH FIELD ARMY,Germany,GEN HOLLIDT,
1037,500,1,"WORLD WAR II, EASTERN FRONT",MELITOPOL,SOV 4TH UKRANIAN AG,USSR,GEN TOLBUKHIN,
1038,501,0,"WORLD WAR II, EASTERN FRONT",KORSUN-SCHEVCHENKOVSKIY,GER 1ST PZ ARMY(-)(+),Germany,GEN STEMMERMAN,
1039,501,1,"WORLD WAR II, EASTERN FRONT",KORSUN-SCHEVCHENKOVSKIY,SOV FIRST UKRAINIAN AG(+),USSR,GEN VATUTIN,
1040,502,0,"WORLD WAR II, EASTERN FRONT",NIKOPOL BRIDGEHEAD,GER 335TH INF DIV(+),Germany,,
1041,502,1,"WORLD WAR II, EASTERN FRONT",NIKOPOL BRIDGEHEAD,SOV 109TH RIFLE DIV(+),USSR,,
1042,503,0,"WORLD WAR II, EASTERN FRONT",SEVASTOPOL,GER 17TH FIELD ARMY,Germany,GEN ALLMENDINGER,
1043,503,1,"WORLD WAR II, EASTERN FRONT",SEVASTOPOL,SOV 4TH UKRANIAN AG,USSR,GEN TOLBUKHIN,
1044,504,0,"WORLD WAR II, EASTERN FRONT",BEREZINA RIVER,GER 299TH INF DIV(+),Germany,,
1045,504,1,"WORLD WAR II, EASTERN FRONT",BEREZINA RIVER,SOV 3RD GDS MECH CORPS,USSR,LG OBUKHOV,
1046,505,0,"WORLD WAR II, EASTERN FRONT",LVOV-SANDOMIERZ,GER AG NORTHERN UKRAINE,Germany,GEN HARPE,
1047,505,1,"WORLD WAR II, EASTERN FRONT",LVOV-SANDOMIERZ,SOV 1ST UKRAINIAN AG,USSR,MARSHAL KONEV,
1048,506,0,"WORLD WAR II, EASTERN FRONT",BRODY (PHASE I),GER 913TH INF RGT(+),Germany,,
1049,506,1,"WORLD WAR II, EASTERN FRONT",BRODY (PHASE I),SOV 15TH RIFLE CORPS,USSR,MG TERTISHNIY,
1050,507,0,"WORLD WAR II, EASTERN FRONT",BRODY (PHASE II),GER 349TH INF DIV(+),Germany,,
1051,507,1,"WORLD WAR II, EASTERN FRONT",BRODY (PHASE II),SOV 15TH RIFLE CORPS,USSR,MG TERTISHNIY,
1052,508,0,"WORLD WAR II, EASTERN FRONT","VISTULA RIVER, CROSSING, PHASE I","GER 171ST, 214TH & 26TH INF DIVS",Germany,,
1053,508,1,"WORLD WAR II, EASTERN FRONT","VISTULA RIVER, CROSSING, PHASE I",SOV 91ST RIFLE CORPS,USSR,MG VOLKOV,
1054,509,0,"WORLD WAR II, EASTERN FRONT","VISTULA RIVER, PULAWY, PHASE II","GER 171ST, 214TH & 17TH INF DIVS",Germany,,
1055,509,1,"WORLD WAR II, EASTERN FRONT","VISTULA RIVER, PULAWY, PHASE II",SOV 91ST RIFLE CORPS,USSR,MG VOLKOV,
1056,510,0,"WORLD WAR II, EASTERN FRONT",YASSY-KISHINEV OPERATION,GER & ROM AG SOUTHERN UKRAINE,Germany,GEN FRIESSNER,
1057,510,1,"WORLD WAR II, EASTERN FRONT",YASSY-KISHINEV OPERATION,SOV 2ND AG(+),USSR,GEN MALINOVSKY,
1058,511,0,"WORLD WAR II, EASTERN FRONT",VISTULA-ODER,GER AG 'A',Germany,GFM HARPE,
1059,511,1,"WORLD WAR II, EASTERN FRONT",VISTULA-ODER,SOV 1ST BYELORUSSIAN AG(+),USSR,MARSHAL ZHUKOV,
1060,512,0,"WORLD WAR II, EASTERN FRONT",EAST PRUSSIA,GER AG CENTER,Germany,GEN REINHARDT,
1061,512,1,"WORLD WAR II, EASTERN FRONT",EAST PRUSSIA,SOV 2ND BYELORUSSIAN AG(+),USSR,MARSHAL ROKOSSOVSKIY,
1062,513,0,"WORLD WAR II, EASTERN FRONT",CIECHANOW (PHASE I),GER 7TH INF DIV,Germany,,
1063,513,1,"WORLD WAR II, EASTERN FRONT",CIECHANOW (PHASE I),SOV 90TH RIFLE DIV,USSR,GEN LYASHCHENKO,
1064,514,0,"WORLD WAR II, EASTERN FRONT",CIECHANOW (PHASE II),GER 7TH INF DIV,Germany,,
1065,514,1,"WORLD WAR II, EASTERN FRONT",CIECHANOW (PHASE II),SOV 90TH RIFLE DIV,USSR,GEN LYASHCHENKO,
1066,515,0,"WORLD WAR II, EASTERN FRONT",SEELOW HEIGHTS,GER 303RD INF RGT(+),Germany,,
1067,515,1,"WORLD WAR II, EASTERN FRONT",SEELOW HEIGHTS,SOV 57TH GDS RIFLE DIV(+),USSR,MG ZALIZYUK,
1068,516,0,"WORLD WAR II, EASTERN FRONT",MUTANKIANG,JAP 5TH ARMY,Japan,GEN SELICHI,
1069,516,1,"WORLD WAR II, EASTERN FRONT",MUTANKIANG,SOV 5TH COMBINED ARMS ARMY,USSR,COL GEN KRYLOV,
1070,517,0,"WORLD WAR II (PACIFIC, 1943-1945)",TARAWA-BETIO,JAP GILBERT ISLANDS GARRISON FORCE(-),Japan,ADM SHIBASAKI,
1071,517,1,"WORLD WAR II (PACIFIC, 1943-1945)",TARAWA-BETIO,US 2ND MAR DIV(-),USA,MG SMITH,
1072,518,0,"WORLD WAR II (PACIFIC, 1943-1945)",IWO JIMA - INTO THE MAIN DEFENSES,JAP 2ND IND MIXED BDE(+),Japan,GEN KURIBAYASHI,
1073,518,1,"WORLD WAR II (PACIFIC, 1943-1945)",IWO JIMA - INTO THE MAIN DEFENSES,US 5TH AMPH CORPS,USA,MG SCHMIDT,
1074,519,0,"WORLD WAR II (PACIFIC, 1943-1945)",IWO JIMA - SURIBACHI,JAP 2ND IND MIXED BDE(-)(+),Japan,GEN KURIBAYASHI,
1075,519,1,"WORLD WAR II (PACIFIC, 1943-1945)",IWO JIMA - SURIBACHI,US 28TH MAR RGT,USA,COL LIVERSEDGE,
1076,520,0,"WORLD WAR II (PACIFIC, 1943-1945)",IWO JIMA - FINAL PHASE,JAP CHICHI JIMA DEFENSE FORCE,Japan,GEN KURIBAYASHI,
1077,520,1,"WORLD WAR II (PACIFIC, 1943-1945)",IWO JIMA - FINAL PHASE,US 3RD MAR DIV(+),USA,GEN SMITH,
1078,521,0,"WORLD WAR II, OKINAWA",ADVANCE FROM THE BEACHHEAD,JAP 1ST SPEC ESTAB RGT,Japan,LCOL AOYANAGI,?
1079,521,1,"WORLD WAR II, OKINAWA",ADVANCE FROM THE BEACHHEAD,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1080,522,0,"WORLD WAR II, OKINAWA",ADVANCE THROUGH THE OUTPOSTS,JAP 62ND DIV(-),Japan,LG FUJIOKA,?
1081,522,1,"WORLD WAR II, OKINAWA",ADVANCE THROUGH THE OUTPOSTS,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1082,523,0,"WORLD WAR II, OKINAWA",TOMB HILL-OUKI,JAP 11TH IND INF BN(+),Japan,LG FUJIOKA,?
1083,523,1,"WORLD WAR II, OKINAWA",TOMB HILL-OUKI,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1084,524,0,"WORLD WAR II, OKINAWA",SKYLINE RIDGE-ROCKY CRAGS,JAP 11TH IND INF BN(+),Japan,LG FUJIOKA,?
1085,524,1,"WORLD WAR II, OKINAWA",SKYLINE RIDGE-ROCKY CRAGS,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1086,525,0,"WORLD WAR II, OKINAWA",KOCHI RIDGE-ONAGA I,JAP 22ND INF RGT,Japan,LCOL YOSHIDA,?
1087,525,1,"WORLD WAR II, OKINAWA",KOCHI RIDGE-ONAGA I,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1088,526,0,"WORLD WAR II, OKINAWA",KOCHI RIDGE-ONAGA II,JAP 22ND INF RGT,Japan,LCOL YOSHIDA,?
1089,526,1,"WORLD WAR II, OKINAWA",KOCHI RIDGE-ONAGA II,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1090,527,0,"WORLD WAR II, OKINAWA",KOCHI RIDGE-ONAGA III,JAP 22ND INF RGT(+),Japan,LCOL YOSHIDA,?
1091,527,1,"WORLD WAR II, OKINAWA",KOCHI RIDGE-ONAGA III,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1092,528,0,"WORLD WAR II, OKINAWA",JAPANESE COUNTERATTACK,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1093,528,1,"WORLD WAR II, OKINAWA",JAPANESE COUNTERATTACK,JAP 24TH DIV(-),Japan,LG AMAMIYA,?
1094,529,0,"WORLD WAR II, OKINAWA",KOCHI RIDGE IV,JAP 24TH DIV(-),Japan,LG AMAMIYA,?
1095,529,1,"WORLD WAR II, OKINAWA",KOCHI RIDGE IV,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1096,530,0,"WORLD WAR II, OKINAWA",SHURI ENVELOPMENT (PHASE I),JAP 3RD SPEC ESTAB RGT(+),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
1097,530,1,"WORLD WAR II, OKINAWA",SHURI ENVELOPMENT (PHASE I),US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1098,531,0,"WORLD WAR II, OKINAWA",JAPANESE COUNTERATTACKS,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1099,531,1,"WORLD WAR II, OKINAWA",JAPANESE COUNTERATTACKS,JAP 24TH DIV(-),Japan,LG AMAMIYA,?
1100,532,0,"WORLD WAR II, OKINAWA",SHURI ENVELOPMENT (PHASE II),JAP 24TH DIV(-)(+),Japan,LG AMAMIYA,?
1101,532,1,"WORLD WAR II, OKINAWA",SHURI ENVELOPMENT (PHASE II),US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1102,533,0,"WORLD WAR II, OKINAWA",SHURI ENVELOPMENT (PHASE III),JAP 24TH DIV(-)(+),Japan,LG AMAMIYA,?
1103,533,1,"WORLD WAR II, OKINAWA",SHURI ENVELOPMENT (PHASE III),US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1104,534,0,"WORLD WAR II, OKINAWA",HILL 95-I,JAP 44TH IND MIXED BDE(-),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
1105,534,1,"WORLD WAR II, OKINAWA",HILL 95-I,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1106,535,0,"WORLD WAR II, OKINAWA",HILL 95-II,JAP 44TH IND MIXED BDE,Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
1107,535,1,"WORLD WAR II, OKINAWA",HILL 95-II,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1108,536,0,"WORLD WAR II, OKINAWA",YAEJU-DAKE,JAP 44TH IND MIXED BDE(-),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
1109,536,1,"WORLD WAR II, OKINAWA",YAEJU-DAKE,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1110,537,0,"WORLD WAR II, OKINAWA",HILLS 153 AND 115,JAP 44TH IND MIXED BDE(-),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
1111,537,1,"WORLD WAR II, OKINAWA",HILLS 153 AND 115,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
1112,538,0,"WORLD WAR II, OKINAWA",ADVANCE FROM THE BEACH,JAP 1ST SPEC EST RGT(-),Japan,LCOL AOYANAGI,?
1113,538,1,"WORLD WAR II, OKINAWA",ADVANCE FROM THE BEACH,US 96TH DIV(+),USA,MG BRADLEY,?
1114,539,0,"WORLD WAR II, OKINAWA",ADVANCE TO SHURI LINE OUTPOSTS,JAP 12TH IND INF BN(-)(+),Japan,LG FUJIOKA,?
1115,539,1,"WORLD WAR II, OKINAWA",ADVANCE TO SHURI LINE OUTPOSTS,US 96TH DIV(+),USA,MG BRADLEY,?
1116,540,0,"WORLD WAR II, OKINAWA",KAKAZU AND TOMBSTONE RIDGES,JAP 12TH IND INF BN(+),Japan,LG FUJIOKA,?
1117,540,1,"WORLD WAR II, OKINAWA",KAKAZU AND TOMBSTONE RIDGES,US 96TH DIV(+),USA,MG BRADLEY,?
1118,541,0,"WORLD WAR II, OKINAWA",NISHIBARU RIDGE-TANABARU ESCARPMENT,JAP 12TH IND INF BN(+),Japan,LG FUJIOKA,?
1119,541,1,"WORLD WAR II, OKINAWA",NISHIBARU RIDGE-TANABARU ESCARPMENT,US 96TH DIV(+),USA,MG BRADLEY,?
1120,542,0,"WORLD WAR II, OKINAWA",MAEDA ESCARPMENT,JAP 62ND DIV(-)(+),Japan,LG FUJIOKA,?
1121,542,1,"WORLD WAR II, OKINAWA",MAEDA ESCARPMENT,US 96TH DIV(+),USA,MG BRADLEY,?
1122,543,0,"WORLD WAR II, OKINAWA",ATTACK ON SHURI LINE'S EASTERN FLANK I,JAP 24TH INF DIV(-)(+),Japan,LG AMAMIYA,?
1123,543,1,"WORLD WAR II, OKINAWA",ATTACK ON SHURI LINE'S EASTERN FLANK I,US 96TH DIV(+),USA,MG BRADLEY,?
1124,544,0,"WORLD WAR II, OKINAWA",ATTACK ON SHURI LINE'S EASTERN FLANK II,JAP 24TH INF DIV(-)(+),Japan,LG AMAMIYA,?
1125,544,1,"WORLD WAR II, OKINAWA",ATTACK ON SHURI LINE'S EASTERN FLANK II,US 96TH DIV(+),USA,MG BRADLEY,?
1126,545,0,"WORLD WAR II, OKINAWA",ATTACK ON SHURI LINE'S EASTERN FLANK III,JAP 24TH INF DIV(+),Japan,LG AMAMIYA,?
1127,545,1,"WORLD WAR II, OKINAWA",ATTACK ON SHURI LINE'S EASTERN FLANK III,US 96TH DIV(+),USA,MG BRADLEY,?
1128,546,0,"WORLD WAR II, OKINAWA",ADVANCE TO YUZA-DAKE/YAEJU-DAKE ESCARPMENT,JAP 24TH INF DIV(-),Japan,LG AMAMIYA,?
1129,546,1,"WORLD WAR II, OKINAWA",ADVANCE TO YUZA-DAKE/YAEJU-DAKE ESCARPMENT,US 96TH DIV(+),USA,MG BRADLEY,?
1130,547,0,"WORLD WAR II, OKINAWA",ATTACK ON YUZA-DAKE/YAEJU-DAKE ESCARPMENT,JAP 24TH INF DIV(-),Japan,LG AMAMIYA,?
1131,547,1,"WORLD WAR II, OKINAWA",ATTACK ON YUZA-DAKE/YAEJU-DAKE ESCARPMENT,US 96TH DIV(+),USA,MG BRADLEY,?
1132,548,0,"WORLD WAR II, OKINAWA",CAPTURE OF YUZA-DAKE/YAEJU-DAKE ESCARPMENT,JAP 44TH IND MIXED BDE(-)(+),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
1133,548,1,"WORLD WAR II, OKINAWA",CAPTURE OF YUZA-DAKE/YAEJU-DAKE ESCARPMENT,US 96TH DIV(+),USA,MG BRADLEY,?
1134,549,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JENIN,JOR 25TH INF BDE,Jordan,LCOL EL KHALIDI,?
1135,549,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JENIN,IS PELED ARMD DIV(-),Israel,BG PELED,http://en.wikipedia.org/wiki/Elad_Peled
1136,550,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JERUSALEM,JOR 27TH INF BDE (JERUSALEM BDE)(+),Jordan,BG ATA AL,?
1137,550,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JERUSALEM,IS GUR PARA BDE(+),Israel,BG NARKISS,http://en.wikipedia.org/wiki/Uzi_Narkiss
1138,551,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",KABATIYA,JOR 40TH ARMD BDE(-)(+),Jordan,LCOL EL KHALIDI,?
1139,551,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",KABATIYA,IS BAR KOCHVA'S ARMD BDE(+),Israel,BG PELED,http://en.wikipedia.org/wiki/Elad_Peled
1140,552,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",TILFIT-ZABABIDA,JOR 40TH ARMD BDE(-)(+),Jordan,LCOL EL KHALIDI,?
1141,552,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",TILFIT-ZABABIDA,IS RAM ARMD BDE,Israel,COL RAM,?
1142,553,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",NABLUS,JOR 25TH INF BDE,Jordan,LCOL EL KHALIDI,?
1143,553,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",NABLUS,IS PELED ARMD DIV,Israel,BG PELED,http://en.wikipedia.org/wiki/Elad_Peled
1144,554,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",RAFAH,EG 7TH INF DIV(+),Egypt,MG SOLIMAN,http://en.wikipedia.org/wiki/Mohamed_Hussein_Tantawi
1145,554,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",RAFAH,IS TAL DIV,Israel,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal
1146,555,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR LAHFAN,EG 3RD INF DIV,Egypt,MG NASSER,http://en.wikipedia.org/wiki/Gamal_Abdel_Nasser
1147,555,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR LAHFAN,IS YOFFE DIV,Israel,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe
1148,556,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",ABU AGEILA-UM KATEF,EG 2ND INF DIV,Egypt,MG NAGUIB,?
1149,556,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",ABU AGEILA-UM KATEF,IS SHARON DIV,Israel,BG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon
1150,557,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",EL ARISH,EG 7TH INF DIV(-),Egypt,MG SOLIMAN,http://en.wikipedia.org/wiki/Mohamed_Hussein_Tantawi
1151,557,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",EL ARISH,IS TAL DIV(-),Israel,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal
1152,558,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JEBEL LIBNI,EG 3RD INF DIV(-),Egypt,MG NASSER,http://en.wikipedia.org/wiki/Gamal_Abdel_Nasser
1153,558,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JEBEL LIBNI,IS YOFFE DIV(-)(+),Israel,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe
1154,559,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",GAZA STRIP,PALES 20TH PLA DIV(+),Palestine,MG HASNI,?
1155,559,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",GAZA STRIP,IS RESHEF TASK FORCE,Israel,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal
1156,560,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR HASSNA-BIR THAMADA,EG 3RD INF DIV,Egypt,MG GHOUL,?
1157,560,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR HASSNA-BIR THAMADA,IS YOFFE DIV,Israel,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe
1158,561,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",MITLA PASS,IS YOFFE DIV(-),Israel,BG YOFFE,http://en.wikipedia.org/wiki/Avraham_Yoffe
1159,561,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",MITLA PASS,EG 3RD INF DIV(+),Egypt,,
1160,562,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR HAMMA-BIR GIFGAFA,EG 3RD INF DIV & 4TH ARMD DIV(-),Egypt,MG GHOUL,?
1161,562,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR HAMMA-BIR GIFGAFA,IS TAL DIV,Israel,BG TAL,http://en.wikipedia.org/wiki/Israel_Tal
1162,563,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",NAKHL,EG 6TH MECH DIV,Egypt,MG HASSAN,?
1163,563,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",NAKHL,IS SHARON DIV,Israel,BG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon
1164,564,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR GIFGAFA,IS TAL DIV,Israel,COL GONEN,http://en.wikipedia.org/wiki/Shmuel_Gonen
1165,564,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR GIFGAFA,EG ARMD BDE,Egypt,,
1166,565,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",TEL FAHAR-BANIAS,SYR 11TH INF BDE(+),Syria,COL AMIR,?
1167,565,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",TEL FAHAR-BANIAS,IS GOLANI BDE,Israel,COL EFRAT,?
1168,566,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",RAWIYEH,SYR 8TH INF BDE(+),Syria,BG TAYAN,?
1169,566,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",RAWIYEH,IS RAM BDE,Israel,COL RAM,?
1170,567,0,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",ZAOURA-KALA,SYR 11TH INF BDE(+),Syria,COL AMIR,?
1171,567,1,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",ZAOURA-KALA,IS MENDLER'S BDE,Israel,COL MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
1172,568,0,"ARAB-ISRAELI WAR, 1968",KERAMA,JOR 1ST INF DIV,Jordan,MG HADITHA,?
1173,568,1,"ARAB-ISRAELI WAR, 1968",KERAMA,IS GONEN TASK FORCE,Israel,BG GONEN,http://en.wikipedia.org/wiki/Shmuel_Gonen
1174,569,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, NORTH",IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
1175,569,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, NORTH",EG 2ND ARMY,Egypt,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun
